"","lat","lon","swflx","swflx.25","swflx.75","lwflx","lwflx.25","lwflx.75","sat","tdiff","time.rel","sza"
"1",39.0598902948369,-74.1261739095799,0,0,0,225.778111177332,220.473419189453,234.545455932617,"CERES",1,-8,126.041958528406
"2",37.2163135452325,-70.9866803576723,462.610153198242,424.702117919922,499.086608886719,231.434725443522,229.588874816895,232.64185333252,"CERES",-1,1,40.8433885574341
"3",37.0353828874347,-70.4979723654853,402.063937717014,389.741973876953,430.504943847656,234.261530558268,232.004165649414,236.739807128906,"CERES",0,2,40.9215766059028
"4",36.8102991255713,-69.9557216495961,372.615747625178,353.600646972656,390.180816650391,235.454827048562,234.448036193848,236.534423828125,"CERES",1,3,41.0886060541326
"5",39.0598902948369,-74.1261739095799,0,0,0,223.77473449707,221.177696228027,228.46794128418,"CERES",1,-8,123.684225899833
"6",37.3925621605351,-71.4336223645485,513.536087036133,409.809661865234,620.716049194336,224.209115600586,218.972152709961,231.83065032959,"CERES",-1,0,34.6661268234253
"7",37.2163135452325,-70.9866803576723,428.762534693668,395.833023071289,439.881942749023,230.959954512747,227.769157409668,235.992584228516,"CERES",0,1,34.573413848877
"8",37.0353828874347,-70.4979723654853,408.255160861545,390.855415344238,421.353645324707,233.91960144043,230.500640869141,237.494373321533,"CERES",1,2,34.5088780721029
"9",37.5671083959615,-71.8826519435511,NA,NA,NA,NA,NA,NA,"CERES",-1,-1,34.3872909545898
"10",37.3925621605351,-71.4336223645485,NA,NA,NA,NA,NA,NA,"CERES",0,0,34.2964973449707
"11",37.2163135452325,-70.9866803576723,483.687713623047,483.687713623047,483.687713623047,232.122589111328,232.122589111328,232.122589111328,"CERES",1,1,34.0922037760417
"12",37.2163135452325,-70.9866803576723,480.482391357422,424.557106018066,545.089981079102,225.051016671317,218.674125671387,231.21223449707,"CERES",-1,1,38.8125130789621
"13",37.0353828874347,-70.4979723654853,397.167755126953,368.387718200684,409.764190673828,230.815401713053,229.947113037109,231.882179260254,"CERES",0,2,38.7685896066519
"14",36.8102991255713,-69.9557216495961,378.335660494291,373.083465576172,388.356048583984,232.64857013409,230.815338134766,234.017028808594,"CERES",1,3,38.9423814501081
"15",37.7471696819385,-72.2941665114238,636.475528971354,632.26708984375,660.562164306641,223.516573079427,222.375816345215,224.13744354248,"CERES",-1,-2,42.1861673990885
"16",37.5671083959615,-71.8826519435511,575.464837210519,523.249069213867,644.171859741211,224.029638017927,223.147975921631,225.550312042236,"CERES",0,-1,41.7838734218052
"17",37.3925621605351,-71.4336223645485,478.830921846278,425.324066162109,539.787475585938,228.812453326057,224.360229492188,231.74006652832,"CERES",1,0,41.4254444346708
"18",34.4358608320058,-63.9655557854497,0,0,0,253.9165614735,251.670063018799,256.674850463867,"CERES",-1,13,130.852701360529
"19",34.2136769912047,-63.2894550910676,0,0,0,255.742785983615,253.46851348877,257.454216003418,"CERES",0,14,130.689742194282
"20",34.0073601541852,-62.5892297266232,0,0,0,254.534605138442,251.679931640625,260.449951171875,"CERES",1,15,130.309937421013
"21",32.9236742071887,-55.8624070441644,121.970185852051,102.900177001953,128.917818069458,274.884808349609,273.033302307129,276.921257019043,"CERES",-1,24,37.963648223877
"22",34.6677651596031,-64.6347772466524,0,0,0,251.066750021542,249.11296081543,252.524353027344,"CERES",-1,12,137.142626594095
"23",34.4358608320058,-63.9655557854497,0,0,0,251.799494693154,249.38020324707,255.138282775879,"CERES",0,13,137.019650107936
"24",34.2136769912047,-63.2894550910676,0,0,0,252.779656219482,249.221115112305,257.012626647949,"CERES",1,14,136.966409301758
"25",32.9236742071887,-55.8624070441644,127.989095052083,107.296195983887,144.46044921875,275.507267543248,274.114715576172,278.8056640625,"CERES",-1,24,33.7996361142113
"26",34.6677651596031,-64.6347772466524,NA,NA,NA,NA,NA,NA,"CERES",0,12,NA
"27",34.4358608320058,-63.9655557854497,NA,NA,NA,NA,NA,NA,"CERES",1,13,NA
"28",34.4358608320058,-63.9655557854497,0,0,0,255.582571411133,255.211315155029,256.746597290039,"CERES",-1,13,130.637991333008
"29",34.2136769912047,-63.2894550910676,NA,NA,NA,NA,NA,NA,"CERES",0,14,NA
"30",34.0073601541852,-62.5892297266232,NA,NA,NA,NA,NA,NA,"CERES",1,15,NA
"31",33.043899008422,-56.6053385140572,136.902076721191,112.990684509277,144.891662597656,271.051037128155,268.422973632812,273.941650390625,"CERES",-1,23,29.4974151849747
"32",32.9236742071887,-55.8624070441644,128.498412577311,119.966251373291,134.052284240723,272.284503173828,268.403396606445,275.299514770508,"CERES",0,24,29.5278021494548
"33",32.9236742071887,-55.8624070441644,NA,NA,NA,NA,NA,NA,"CERES",-1,24,41.5501836140951
"34",35.3887466712412,-66.6137428360517,0,0,0,246.33936587247,241.587867736816,251.113269805908,"CERES",-1,9,128.663722645153
"35",35.1464504632044,-65.9787083640516,0,0,0,245.223349889119,241.833465576172,247.842628479004,"CERES",0,10,129.22786394755
"36",34.9077641556463,-65.3121837919418,0,0,0,246.857221679687,243.1923828125,248.185775756836,"CERES",1,11,129.766259765625
"37",33.2355804864962,-58.143203848183,229.679787772042,183.025547027588,285.915966033936,259.363104684012,254.011089324951,266.031555175781,"CERES",-1,21,38.2529027121408
"38",33.1502853633083,-57.3709481338717,169.071071147919,115.563835144043,205.411823272705,264.184206962585,260.36616897583,270.789390563965,"CERES",0,22,37.7617328166962
"39",33.043899008422,-56.6053385140572,121.449804094103,97.6660861968994,132.849426269531,271.242270575629,270.43132019043,273.692718505859,"CERES",1,23,37.2445428636339
"40",35.3887466712412,-66.6137428360517,0,0,0,244.22117767334,239.389011383057,250.431774139404,"CERES",-1,9,128.709172566732
"41",35.1464504632044,-65.9787083640516,0,0,0,245.157319502397,242.229019165039,248.534530639648,"CERES",0,10,129.229684682993
"42",34.9077641556463,-65.3121837919418,0,0,0,247.429849477915,245.659698486328,249.955337524414,"CERES",1,11,129.949709211077
"43",33.2355804864962,-58.143203848183,198.339553833008,194.4287109375,204.45979309082,259.667017618815,254.804878234863,264.652847290039,"CERES",-1,21,38.1426750818888
"44",33.1502853633083,-57.3709481338717,159.024562290737,129.805595397949,180.742897033691,263.828800746373,260.068145751953,268.515289306641,"CERES",0,22,37.6458996364049
