"","cth","cth.low","cth.high","ctt","ctt.low","ctt.high","tau","tau.low","tau.high","Nd","Nd.low","Nd.high","tdiff","sim.time.new","sat"
"1",1763.4330579,1658.5056976,1778.4226808,-11.9801086425781,-12.2526611328125,-11.2623352050781,243.3029,81.9662,256.0025,1245.03634402162,1043.56088916234,1449.10789983502,0,3.5,"ACTIVATE (remote sensing)"
"2",1883.3500411,1823.3915495,1950.80334415,-10.9542602539062,-11.8774475097656,-10.5963806152344,63.5832,51.88405,104.3455,611.546911519868,506.452215054129,849.589941124133,0,4,"ACTIVATE (remote sensing)"
"3",1943.3085327,1868.3604182,2003.2670243,-10.5911315917969,-11.4806274414062,-9.30692138671873,18.3272,14.9966,42.3413,210.818882261655,162.885817105009,278.944858715525,0,4.5,"ACTIVATE (remote sensing)"
"4",1943.3085327,1902.087069725,1988.2774014,-8.70250549316404,-9.77484741210935,-8.23761596679685,48.7707,39.545,63.65635,256.114515768023,230.036487432253,284.068226204155,0,5,"ACTIVATE (remote sensing)"
"5",1973.2877785,1894.592258275,2048.235893,-9.21986999511716,-9.76908721923826,-8.69408264160154,46.80415,22.550175,150.4697625,218.805819390768,172.230908270833,364.752294886995,0,5.5,"ACTIVATE (remote sensing)"
"6",2138.1736304,2078.2151388,2198.132122,-7.80757751464841,-8.00131835937498,-7.30130615234373,76.7322,62.6253375,156.3326,299.295030536114,217.239830665721,366.66145094876,0,6,"ACTIVATE (remote sensing)"
"7",2183.1424991,2108.1943846,2258.0906136,-7.2556213378906,-7.63986816406248,-6.6278137207031,62.1699,48.76285,167.2614,204.369233883516,184.275748080505,322.845363286027,0,6.5,"ACTIVATE (remote sensing)"
"8",2243.1009907,2198.132122,2288.0698594,-6.22369995117185,-6.79941406249998,-5.99411621093748,77.867,55.6924,100.4824625,230.660456390152,185.09238271918,293.37029604737,0,7,"ACTIVATE (remote sensing)"
"9",2228.1113678,2168.1528762,2273.0802365,-5.75736083984373,-6.28731384277341,-5.54559936523435,61.8425,42.739,91.324825,187.034323889503,137.44572891688,225.543882342799,0,7.5,"ACTIVATE (remote sensing)"
"10",2228.1113678,2093.2047617,2288.0698594,-5.22464599609373,-5.6013244628906,-4.65399780273435,70.605375,56.70535,109.222575,224.567488645635,189.125910223659,305.791908578121,0,8,"ACTIVATE (remote sensing)"
"11",2108.1943846,2018.2566472,2295.56467085,-4.67807617187498,-4.97031249999998,-3.58038940429685,47.905675,40.3689625,202.070025,195.599900474035,166.355978148923,283.16497758645,0,8.5,"ACTIVATE (remote sensing)"
"12",2063.2255159,2003.2670243,2258.0906136,-3.30914916992185,-4.32087554931638,-2.90904846191404,49.523625,24.6749,66.3861625,126.512329779545,92.6724353657767,184.488069785316,0,9,"ACTIVATE (remote sensing)"
"13",1988.2774014,1943.3085327,2018.2566472,-2.55435791015623,-2.91449584960935,-2.33344116210935,91.3262,91.3262,91.3262,217.646901982264,217.646901982264,217.646901982264,0,9.5,"ACTIVATE (remote sensing)"
"14",1913.3292869,1898.339664,1943.3085327,-2.67899169921873,-2.9676574707031,-2.34622802734373,NA,NA,NA,NA,NA,NA,0,10,"ACTIVATE (remote sensing)"
"15",1928.3189098,1898.339664,1958.2981556,-1.92984619140623,-2.36051025390623,-1.61081542968748,NA,NA,NA,NA,NA,NA,0,10.5,"ACTIVATE (remote sensing)"
"16",1928.3189098,1898.339664,1928.3189098,-1.8166564941406,-2.1658996582031,-1.6102355957031,NA,NA,NA,NA,NA,NA,0,11,"ACTIVATE (remote sensing)"
