"","lat","lon","swflx","swflx.25","swflx.75","lwflx","lwflx.25","lwflx.75","sat","tdiff","time.rel","sza"
"1",34.36534123034,-72.0145599474311,NA,NA,NA,NA,NA,NA,"CERES",-1,6,NA
"2",34.2938067890368,-71.4326282007374,NA,NA,NA,NA,NA,NA,"CERES",0,7,NA
"3",34.2534600002565,-70.8331647066195,NA,NA,NA,NA,NA,NA,"CERES",1,8,NA
"4",34.2938067890368,-71.4326282007374,318.022383553641,280.225479125977,356.58602142334,237.501192910331,234.651264190674,240.844696044922,"CERES",-1,7,52.5940982273647
"5",34.2534600002565,-70.8331647066195,331.306853117766,302.569580078125,360.408676147461,236.504152651186,231.628524780273,241.050361633301,"CERES",0,8,52.7391088980216
"6",34.2363230719634,-70.2241158298871,375.340297698975,334.938217163086,409.449371337891,219.92649714152,210.072715759277,230.17586517334,"CERES",1,9,52.9715145428975
"7",34.457824304444,-72.5856717762037,NA,NA,NA,NA,NA,NA,"CERES",-1,5,NA
"8",34.36534123034,-72.0145599474311,319.049560546875,319.049560546875,319.049560546875,225.672515869141,225.672515869141,225.672515869141,"CERES",0,6,51.0318126678467
"9",34.2938067890368,-71.4326282007374,304.478988647461,286.701332092285,322.078170776367,232.321833292643,229.369853973389,236.106098175049,"CERES",1,7,50.938570022583
"10",34.2938067890368,-71.4326282007374,296.554302215576,272.17928314209,320.10472869873,234.5041847229,230.944053649902,237.535800933838,"CERES",-1,7,53.9689633051554
"11",34.2534600002565,-70.8331647066195,301.402192252023,266.668167114258,333.13549041748,235.969867161342,232.311027526855,238.900737762451,"CERES",0,8,54.140138898577
"12",34.2363230719634,-70.2241158298871,343.141166687012,328.93049621582,365.598434448242,223.085278828939,216.3200340271,230.507900238037,"CERES",1,9,54.2540152867635
"13",34.36534123034,-72.0145599474311,324.861364576552,294.306816101074,357.053718566895,232.517215304905,229.630409240723,237.518096923828,"CERES",-1,6,50.8944839901394
"14",34.2938067890368,-71.4326282007374,308.800515136719,266.997253417969,333.265808105469,238.662344970703,234.960891723633,242.525619506836,"CERES",0,7,50.9188340994028
"15",34.2534600002565,-70.8331647066195,319.483545575823,267.614013671875,353.846504211426,233.264209202358,223.464847564697,244.888904571533,"CERES",1,8,50.9687955038888
"16",34.457824304444,-72.5856717762037,NA,NA,NA,NA,NA,NA,"CERES",1,5,NA
"17",34.457824304444,-72.5856717762037,428.796630859375,418.485382080078,448.009765625,222.158023410373,221.295959472656,222.835845947266,"CERES",-1,5,51.7525668674045
"18",34.36534123034,-72.0145599474311,353.236541748047,322.301483154297,376.214538574219,228.891009860569,225.731536865234,231.99462890625,"CERES",0,6,51.5760765075684
