"","lat","lon","lwp","lwp.25","lwp.75","sat","tdiff","time.rel"
"1",38.7284051996893,-74.2066856570465,9.4824990272522,0,19.9999980926514,"MAC-LWP",-1,-6
"2",38.2497227912601,-73.5808999495943,35.9082279801369,3.86124658584595,52.9074964523315,"MAC-LWP",0,-5
"3",37.776790431601,-73.008549175741,96.4874512354533,56.007495880127,120,"MAC-LWP",1,-4
"4",38.7284051996893,-74.2066856570465,23.9560383763807,0,33.5199966430664,"MAC-LWP",1,-6
"5",34.7928190862894,-69.8814782449655,92.520653963089,83.5479965209961,94.4240016937256,"MAC-LWP",-1,5
"6",34.5863662242698,-69.6795498699269,89.5779690462,83.745002746582,94.3720016479492,"MAC-LWP",0,6
"7",34.3948352570499,-69.5067891985561,89.336498709286,83.745002746582,94.5800018310547,"MAC-LWP",1,7
"8",35.2687760781877,-70.3637842281695,130.284435183503,105.244995117188,153.547988891602,"MAC-LWP",-1,3
"9",35.0228396095263,-70.1107542981696,109.550609016418,88.8339996337891,124.889556884766,"MAC-LWP",0,4
"10",34.7928190862894,-69.8814782449655,97.6907453794737,83.745002746582,104.371994018555,"MAC-LWP",1,5
"11",37.776790431601,-73.008549175741,61.5300698166802,24.6900005340576,104.334999084473,"MAC-LWP",-1,-4
"12",37.3179859040632,-72.4825145197317,181.075163186765,111.659996032715,240,"MAC-LWP",0,-3
"13",36.8801503602112,-72.0139628918542,337.446376725739,246.15998840332,451.872924804688,"MAC-LWP",1,-2
"14",34.3948352570499,-69.5067891985561,95.2132357429056,93.745002746582,94.5800018310547,"MAC-LWP",-1,7
"15",34.2024099943593,-69.3081321024687,102.154176599839,93.745002746582,104.371994018555,"MAC-LWP",0,8
"16",34.0336305596809,-69.1381765977908,107.127935282389,94.1625022888184,118.370006561279,"MAC-LWP",1,9
"17",34.5863662242698,-69.6795498699269,89.5779690462,83.745002746582,94.3720016479492,"MAC-LWP",-1,6
"18",34.3948352570499,-69.5067891985561,89.336498709286,83.745002746582,94.5800018310547,"MAC-LWP",0,7
"19",34.2024099943593,-69.3081321024687,91.9474693747128,85.9179992675781,98.7152500152588,"MAC-LWP",1,8
"20",38.7284051996893,-74.2066856570465,23.9560383763807,0,33.5199966430664,"MAC-LWP",0,-6
"21",38.2497227912601,-73.5808999495943,69.5013743638992,40,95.1869373321533,"MAC-LWP",1,-5
"22",35.0228396095263,-70.1107542981696,109.550609016418,88.8339996337891,124.889556884766,"MAC-LWP",-1,4
"23",34.7928190862894,-69.8814782449655,97.6907453794737,83.745002746582,104.371994018555,"MAC-LWP",0,5
"24",34.5863662242698,-69.6795498699269,92.8821466806773,83.745002746582,94.5800018310547,"MAC-LWP",1,6
"25",35.5342157221584,-70.6301271158226,166.417473856608,118.833999633789,204.842609405518,"MAC-LWP",-1,2
"26",35.2687760781877,-70.3637842281695,135.635806613498,105.201049804688,162.410186767578,"MAC-LWP",0,3
"27",35.0228396095263,-70.1107542981696,111.740142822266,88.8339996337891,129.989303588867,"MAC-LWP",1,4
"28",36.8801503602112,-72.0139628918542,303.512005525477,218.470001220703,367.796272277832,"MAC-LWP",-1,-2
"29",36.496760728992,-71.6153780747352,396.70442199707,363.231185913086,450.760444641113,"MAC-LWP",0,-1
"30",36.1654008996655,-71.271549735786,383.239490733427,350.786743164062,443.331634521484,"MAC-LWP",1,0
"31",36.1654008996655,-71.271549735786,334.685553606819,258.120475769043,415.238655090332,"MAC-LWP",-1,0
"32",35.8330436266215,-70.9306078798828,290.628335391774,232.340839385986,355.260322570801,"MAC-LWP",0,1
"33",35.5342157221584,-70.6301271158226,244.55946299235,214.810626983643,259.472274780273,"MAC-LWP",1,2
"34",32.8879182316559,-68.2854873765204,175.432070414225,162.584503173828,192.276992797852,"MAC-LWP",-1,18
"35",32.7419635212892,-68.3162928388173,176.555945233601,162.639999389648,192.276992797852,"MAC-LWP",0,19
"36",32.618506368305,-68.3962215416805,174.673245535956,160.056751251221,202.276992797852,"MAC-LWP",1,20
"37",33.1980225554763,-68.3671815859292,115.967732707659,62.4455242156982,162.871994018555,"MAC-LWP",-1,16
"38",33.0440711390606,-68.3031864260748,125.725670258204,64.7011108398438,172.529006958008,"MAC-LWP",0,17
"39",32.8879182316559,-68.2854873765204,135.830811140272,72.9965744018555,181.800979614258,"MAC-LWP",1,18
"40",33.0440711390606,-68.3031864260748,158.647901296616,132.347003936768,184.965991973877,"MAC-LWP",-1,17
"41",32.8879182316559,-68.2854873765204,171.108728790283,155.112239837646,192.276992797852,"MAC-LWP",0,18
"42",32.7419635212892,-68.3162928388173,173.414683103561,160.056751251221,192.276992797852,"MAC-LWP",1,19
"43",32.618506368305,-68.3962215416805,191.89090312611,181.800979614258,212.347003936768,"MAC-LWP",-1,20
"44",32.5094719244312,-68.5006163421524,187.429644775391,162.735992431641,211.982997894287,"MAC-LWP",0,21
"45",32.4038186530657,-68.6276254952761,176.894194335937,152.528991699219,202.276992797852,"MAC-LWP",1,22
"46",33.5383160659366,-68.6597456629754,51.2523131370544,28.7436580657959,68.1534290313721,"MAC-LWP",-1,13
"47",33.4422856753786,-68.5612268440111,48.1497344970703,30.1712894439697,60.965934753418,"MAC-LWP",0,14
"48",33.3327805537296,-68.4585308561648,49.2660503387451,39.8417167663574,60.965934753418,"MAC-LWP",1,15
"49",32.2994986675173,-68.7768202309173,10.9660404841105,9.33832263946533,12.5509853363037,"MAC-LWP",-1,23
"50",32.1969614622156,-68.9485692225487,12.2854654648725,9.8141450881958,13.8694314956665,"MAC-LWP",0,24
"51",32.5094719244312,-68.5006163421524,181.216117858887,162.735992431641,194.776992797852,"MAC-LWP",-1,21
"52",32.4038186530657,-68.6276254952761,166.200811212713,142.803993225098,192.276992797852,"MAC-LWP",0,22
"53",32.2994986675173,-68.7768202309173,154.954764146071,132.871994018555,162.735992431641,"MAC-LWP",1,23
"54",33.4422856753786,-68.5612268440111,70.0553374570959,44.5322666168213,90.0289993286133,"MAC-LWP",-1,14
"55",33.3327805537296,-68.4585308561648,79.4572015089147,52.3418960571289,107.528999328613,"MAC-LWP",0,15
"56",33.1980225554763,-68.3671815859292,90.7367278933525,57.4370489120483,124.220115661621,"MAC-LWP",1,16
"57",33.6426467828245,-68.7650526543243,55.3983291177189,30.1712894439697,74.2427215576172,"MAC-LWP",-1,12
"58",33.5383160659366,-68.6597456629754,51.2523131370544,28.7436580657959,68.1534290313721,"MAC-LWP",0,13
"59",33.4422856753786,-68.5612268440111,48.1497344970703,30.1712894439697,60.965934753418,"MAC-LWP",1,14
