"","lat","lon","swflx","swflx.25","swflx.75","lwflx","lwflx.25","lwflx.75","sat","tdiff","time.rel","sza"
"1",39.7946108145397,-73.6825910075864,0,0,0,231.440620422363,227.930118560791,236.461112976074,"CERES",0,-9,155.461596679687
"2",39.413151111441,-73.359002856366,0,0,0,224.367432730538,216.418270111084,233.327667236328,"CERES",1,-8,155.523364475795
"3",39.7946108145397,-73.6825910075864,0,0,0,227.539138793945,227.539138793945,227.539138793945,"CERES",-1,-9,139.201629638672
"4",39.413151111441,-73.359002856366,NA,NA,NA,NA,NA,NA,"CERES",0,-8,NA
"5",39.0239822478452,-73.0349737705249,NA,NA,NA,NA,NA,NA,"CERES",1,-7,NA
"6",35.6641884771058,-70.4521315991348,300.003494262695,285.420776367188,318.60391998291,234.708493913923,230.1715965271,237.119293212891,"CERES",-1,1,58.0133868626186
"7",35.3061706482947,-70.234913220311,271.364118135892,258.562133789062,285.275207519531,241.888698871319,236.79817199707,246.740768432617,"CERES",0,2,57.6728207514836
"8",34.9452193037396,-70.0280467402705,247.635888906626,224.24267578125,269.510864257812,249.579323401818,246.740768432617,250.514938354492,"CERES",1,3,57.3899867718036
"9",39.7946108145397,-73.6825910075864,0,0,0,231.5343653361,223.165782928467,240.506687164307,"CERES",0,-9,151.902116775513
"10",39.413151111441,-73.359002856366,0,0,0,224.271750556098,218.122299194336,231.476623535156,"CERES",1,-8,151.848052978516
"11",36.0425016843854,-70.7076758571429,NA,NA,NA,NA,NA,NA,"CERES",-1,0,NA
"12",35.6641884771058,-70.4521315991348,NA,NA,NA,NA,NA,NA,"CERES",0,1,NA
"13",35.3061706482947,-70.234913220311,NA,NA,NA,NA,NA,NA,"CERES",1,2,NA
"14",35.3061706482947,-70.234913220311,293.353930305032,278.948059082031,307.271850585938,237.600130866556,232.872619628906,240.484603881836,"CERES",-1,2,59.8319446339327
"15",34.9452193037396,-70.0280467402705,267.438419542815,247.528297424316,280.676132202148,244.977478830438,240.136184692383,249.320785522461,"CERES",0,3,59.522969296104
"16",34.5834717135966,-69.8648972777438,252.026322364807,239.155731201172,266.059982299805,251.202896118164,248.320259094238,253.786754608154,"CERES",1,4,59.2273383140564
"17",39.7946108145397,-73.6825910075864,0,0,0,232.026786804199,230.610820770264,234.349140167236,"CERES",1,-9,158.895235061646
"18",39.7946108145397,-73.6825910075864,NA,NA,NA,NA,NA,NA,"CERES",0,-9,NA
"19",39.413151111441,-73.359002856366,NA,NA,NA,NA,NA,NA,"CERES",1,-8,NA
"20",35.6641884771058,-70.4521315991348,313.464064534505,298.75700378418,324.766830444336,232.806971232096,231.805274963379,234.563606262207,"CERES",-1,1,57.7725467681885
"21",35.3061706482947,-70.234913220311,297.721300760905,284.838485717773,313.90340423584,237.250418345133,234.149707794189,240.753429412842,"CERES",0,2,57.4294991126427
"22",34.9452193037396,-70.0280467402705,267.887251112196,236.386871337891,290.082580566406,246.597529093424,241.02294921875,251.961730957031,"CERES",1,3,57.0721630520291
"23",35.3061706482947,-70.234913220311,NA,NA,NA,NA,NA,NA,"CERES",-1,2,NA
"24",36.4202411399045,-70.9656748816105,336.098914513221,308.383735656738,360.56111907959,227.623668964093,224.51481628418,231.223358154297,"CERES",-1,-1,60.6211090087891
"25",36.0425016843854,-70.7076758571429,309.338997802734,291.211669921875,330.494201660156,234.429732055664,231.110214233398,238.290130615234,"CERES",0,0,60.2037773132324
"26",35.6641884771058,-70.4521315991348,305.018132324219,280.903167724609,333.310852050781,237.739398193359,232.495681762695,241.031341552734,"CERES",1,1,59.7853227233887
"27",36.4202411399045,-70.9656748816105,330.845711669922,310.823608398438,355.871551513672,225.544296875,222.404693603516,229.894378662109,"CERES",-1,-1,60.7113185295692
"28",36.0425016843854,-70.7076758571429,300.281273251488,285.78173828125,314.063629150391,232.087059384301,229.231719970703,234.955337524414,"CERES",0,0,60.323601495652
"29",35.6641884771058,-70.4521315991348,289.182667782432,275.147903442383,303.808944702148,237.831156680458,234.838203430176,241.787773132324,"CERES",1,1,59.7952404022217
"30",31.6025504381955,-70.355790277184,0,0,0,254.00396493765,251.883239746094,256.331085205078,"CERES",-1,15,148.144003061148
"31",31.4252869453714,-70.5073096822327,0,0,0,254.924029541016,252.093299865723,256.93669128418,"CERES",0,16,148.282404581706
"32",31.2518885558157,-70.6765947521952,0,0,0,254.744895935059,251.988269805908,258.482040405273,"CERES",1,17,148.44473702567
"33",31.7914340183898,-70.2296687054925,0,0,0,249.682670593262,247.226528167725,252.26904296875,"CERES",-1,14,155.920499529157
"34",31.6025504381955,-70.355790277184,0,0,0,248.82438293457,246.05387878418,251.732360839844,"CERES",0,15,156.061132202148
"35",31.4252869453714,-70.5073096822327,0,0,0,248.584991455078,245.59400177002,251.426383972168,"CERES",1,16,156.21772965141
