"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",34.8215594511464,-73.8301779134891,0,NA,NA,NA,NA,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"2",34.879092306928,-73.9729814909276,0.98617545957256,2842.29133034379,-11.9453598986009,70.529926020027,444.845656780927,-1,2.3,53.740446121656,-12.9502920215949,-11.2680720953271,31.39,108.905,186.066828632721,584.346125054936,2656.75,3121,0.926767676767677,1,54.385,"VIIRS"
"3",34.6967626646269,-73.4872334174577,0.985572236303373,2887.43750406242,-11.6835050436444,65.932777669461,342.670307590015,0,3.3,53.7060310651849,-12.6170220362022,-10.8713221127167,27.2,100.23,134.527096700353,464.049551819447,2745,3094,0.955383123181377,1,48.88,"VIIRS"
"4",34.5465401800703,-72.9676167057629,0.917249056837158,2655.83816425122,-10.2370715849605,42.685017626322,207.250021758689,1,4.3,53.7020588781001,-11.5457970831543,-9.86357715688644,11.64,53.8,62.3478554472259,259.981198250031,2333,2992,0.713629832810867,1,25.64,"VIIRS"
"5",35.0678797862336,-74.38597631334,0.917029676014157,2361.63495424123,-9.7370100647014,40.7806268717669,279.10094445557,-1,1.4,51.5326585897087,-12.378972046636,-8.84789720140395,10.07,55.56,98.141695232015,382.464824846988,2054,2810,0.582278227822782,1,29.475,"VIIRS"
"6",34.8599146883341,-73.9253802984481,0.997073741708935,2678.0070230199,-11.5052252823575,60.9033112238264,314.771356965409,0,2.4,51.3598901027442,-12.339297048375,-10.8792571123689,30.03,79.73,144.46439712614,421.213958280224,2545,2864.75,0.993410935935634,1,47.46,"VIIRS"
"7",34.6807338939123,-73.4363868420865,0.985741859161945,2788.55900118314,-11.418758524366,49.6903623684702,213.956584611995,1,3.4,51.2198300230372,-12.2440770525485,-10.5539221266284,20.58,62.47,87.3100578593678,277.286777080706,2540,2981,0.924733591719467,1,36.39,"VIIRS"
"8",34.7288202060562,-73.5889265682,0,NA,NA,NA,NA,-1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"9",34.8215594511464,-73.8301779134891,0,NA,NA,NA,NA,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"10",34.879092306928,-73.9729814909276,0.98617545957256,2842.29133034379,-11.9453598986009,70.529926020027,444.845656780927,-1,2.3,53.740446121656,-12.9502920215949,-11.2680720953271,31.39,108.905,186.066828632721,584.346125054936,2656.75,3121,0.926767676767677,1,54.385,"VIIRS"
"11",34.6967626646269,-73.4872334174577,0.985572236303373,2887.43750406242,-11.6835050436444,65.932777669461,342.670307590015,0,3.3,53.7060310651849,-12.6170220362022,-10.8713221127167,27.2,100.23,134.527096700353,464.049551819447,2745,3094,0.955383123181377,1,48.88,"VIIRS"
"12",34.5465401800703,-72.9676167057629,0.917249056837158,2655.83816425122,-10.2370715849605,42.685017626322,207.250021758689,1,4.3,53.7020588781001,-11.5457970831543,-9.86357715688644,11.64,53.8,62.3478554472259,259.981198250031,2333,2992,0.713629832810867,1,25.64,"VIIRS"
"13",35.0678797862336,-74.38597631334,0.917029676014157,2361.63495424123,-9.7370100647014,40.7806268717669,279.10094445557,-1,1.4,51.5326585897087,-12.378972046636,-8.84789720140395,10.07,55.56,98.141695232015,382.464824846988,2054,2810,0.582278227822782,1,29.475,"VIIRS"
"14",34.8599146883341,-73.9253802984481,0.997073741708935,2678.0070230199,-11.5052252823575,60.9033112238264,314.771356965409,0,2.4,51.3598901027442,-12.339297048375,-10.8792571123689,30.03,79.73,144.46439712614,421.213958280224,2545,2864.75,0.993410935935634,1,47.46,"VIIRS"
"15",34.6807338939123,-73.4363868420865,0.985741859161945,2788.55900118314,-11.418758524366,49.6903623684702,213.956584611995,1,3.4,51.2198300230372,-12.2440770525485,-10.5539221266284,20.58,62.47,87.3100578593678,277.286777080706,2540,2981,0.924733591719467,1,36.39,"VIIRS"
"16",34.7288202060562,-73.5889265682,0,NA,NA,NA,NA,-1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
