"","lat","lon","swflx","swflx.25","swflx.75","lwflx","lwflx.25","lwflx.75","sat","tdiff","time.rel","sza"
"1",36.2007952914346,-70.2781830791159,265.693438881322,252.301719665527,278.20182800293,246.553121466386,244.288070678711,247.187065124512,"CERES",-1,1,57.3858249061986
"2",35.9553817132827,-69.716988660612,257.41184065077,238.668006896973,276.103942871094,250.515472412109,247.751140594482,253.072174072266,"CERES",0,2,57.2317153082954
"3",35.6965593925706,-69.1346308351703,255.647536428351,245.459938049316,264.40998840332,249.823104055304,247.967254638672,251.376953125,"CERES",1,3,57.1046313235634
"4",38.3367876767193,-74.4988885652645,0,0,0,238.043888438832,236.490409851074,240.242500305176,"CERES",1,-7,140.291028109464
"5",36.2007952914346,-70.2781830791159,286.453252792358,272.654342651367,299.093017578125,245.026102701823,242.069179534912,246.899864196777,"CERES",-1,1,57.5712186495463
"6",35.9553817132827,-69.716988660612,271.114621480306,260.313209533691,283.485626220703,249.40774790446,246.40079498291,252.870319366455,"CERES",0,2,57.3647209803263
"7",35.6965593925706,-69.1346308351703,267.432952880859,252.881591796875,283.187072753906,250.895244140625,248.973602294922,252.978775024414,"CERES",1,3,57.2148115539551
"8",38.3367876767193,-74.4988885652645,0,0,0,242.072406587147,241.837875366211,243.692413330078,"CERES",1,-7,149.219807216099
"9",36.4501466744186,-70.8355452990033,287.857922363281,270.239936828613,310.410583496094,235.966070556641,233.126892089844,236.967708587646,"CERES",-1,0,56.904716873169
"10",36.2007952914346,-70.2781830791159,241.327774047852,217.004608154297,262.440856933594,242.07273210798,238.166595458984,245.458053588867,"CERES",0,1,56.6586227416992
"11",35.9553817132827,-69.716988660612,240.656494140625,230.397617340088,254.105804443359,246.118985493978,244.16658782959,247.954818725586,"CERES",1,2,56.4298680623372
"12",35.9553817132827,-69.716988660612,263.109224955241,247.718173980713,279.82861328125,244.744855244954,242.79541015625,247.30997467041,"CERES",-1,2,60.8351058959961
"13",35.6965593925706,-69.1346308351703,252.818127441406,229.191253662109,267.079528808594,248.2390625,247.551544189453,249.840103149414,"CERES",0,3,60.8035769462585
"14",35.4307344718032,-68.5706443936116,245.333343505859,234.460250854492,256.206436157227,248.695823669434,248.123683929443,249.267963409424,"CERES",1,4,60.746395111084
"15",36.6968686657791,-71.3964676831583,382.822831373948,350.845512390137,416.217643737793,227.41250199538,224.069610595703,229.57498550415,"CERES",-1,-1,59.5627318162185
"16",36.4501466744186,-70.8355452990033,316.554941813151,289.260177612305,340.553894042969,235.979986190796,230.141300201416,240.756530761719,"CERES",0,0,59.153811454773
"17",36.2007952914346,-70.2781830791159,295.632094610305,284.573150634766,302.506195068359,242.12277003697,240.597778320312,243.744857788086,"CERES",1,1,58.7660506112235
"18",36.6968686657791,-71.3964676831583,392.598746921705,364.467864990234,418.258880615234,226.64247529403,223.147247314453,230.73136138916,"CERES",-1,-1,59.5717158110245
"19",36.4501466744186,-70.8355452990033,316.635406494141,287.265716552734,345.841461181641,234.884302775065,229.196014404297,239.507675170898,"CERES",0,0,59.191334497361
"20",36.2007952914346,-70.2781830791159,292.82524617513,287.265716552734,294.256896972656,241.152713593983,238.873901367188,243.743911743164,"CERES",1,1,58.7688277108329
"21",33.2652097127205,-65.4624614525941,0,0,0,250.341416931152,243.98796081543,256.895774841309,"CERES",-1,13,161.341397094727
"22",33.0883420937757,-65.320281419527,0,0,0,256.450921630859,250.645755767822,261.028823852539,"CERES",0,14,161.308569335938
"23",32.9270077365149,-65.1760984880093,0,0,0,259.678332858615,258.483062744141,262.639770507812,"CERES",1,15,161.318286471897
"24",32.9270077365149,-65.1760984880093,0,0,0,256.985087076823,254.547225952148,258.822853088379,"CERES",-1,15,142.653828938802
"25",32.7927111210713,-65.0754808660436,0,0,0,256.985087076823,254.547225952148,258.822853088379,"CERES",0,16,142.653828938802
"26",32.6648039666705,-64.9991727133747,0,0,0,261.860809326172,261.860809326172,261.860809326172,"CERES",1,17,142.738067626953
"27",33.2652097127205,-65.4624614525941,0,0,0,249.652337115744,242.074714660645,256.218887329102,"CERES",-1,13,157.476648081904
"28",33.0883420937757,-65.320281419527,0,0,0,253.737216186523,243.352722167969,263.165191650391,"CERES",0,14,157.464939880371
"29",32.9270077365149,-65.1760984880093,0,0,0,256.549740019299,249.409530639648,264.455139160156,"CERES",1,15,157.450525192987
"30",33.2652097127205,-65.4624614525941,0,0,0,253.509737650553,248.302505493164,257.110275268555,"CERES",-1,13,164.868524551392
"31",33.0883420937757,-65.320281419527,0,0,0,257.144378662109,254.554824829102,258.92463684082,"CERES",0,14,165.012624104818
"32",32.9270077365149,-65.1760984880093,0,0,0,258.074206542969,254.784698486328,261.793518066406,"CERES",1,15,165.027596609933
"33",32.1354617700662,-65.0402168989668,305.209518432617,299.124908447266,315.183013916016,249.118410746257,247.858253479004,250.038280487061,"CERES",-1,24,52.4538837432861
"34",33.8390835409164,-66.110341621829,0,0,0,249.766180599437,246.143112182617,253.906845092773,"CERES",-1,10,152.591699936811
"35",33.6287985823836,-65.8502314913925,0,0,0,253.150173611111,247.74857711792,257.240196228027,"CERES",0,11,152.876172383626
"36",33.4421750510985,-65.6365179169024,0,0,0,255.247404210708,253.472732543945,258.243927001953,"CERES",1,12,153.082813936121
"37",32.1740789850667,-64.9338268644006,333.953241984049,317.929595947266,349.673759460449,243.53262201945,241.951557159424,244.335056304932,"CERES",-1,22,57.5720330874125
"38",32.1442055009482,-64.9833568333789,336.548403320313,323.805999755859,353.595977783203,243.526220703125,242.280166625977,244.231628417969,"CERES",0,23,57.5406214904785
"39",32.1354617700662,-65.0402168989668,335.010172526042,317.929595947266,354.610542297363,243.479612350464,241.951557159424,244.378570556641,"CERES",1,24,57.5426966349284
"40",33.8390835409164,-66.110341621829,0,0,0,248.971936907087,246.412979125977,251.97346496582,"CERES",-1,10,152.563184738159
"41",33.6287985823836,-65.8502314913925,0,0,0,253.560852050781,251.85270690918,255.830154418945,"CERES",0,11,152.820826212565
"42",33.4421750510985,-65.6365179169024,0,0,0,254.762631734212,252.164329528809,257.609195709229,"CERES",1,12,153.081680297852
"43",32.1740789850667,-64.9338268644006,339.223546346029,317.748489379883,353.323554992676,242.856061299642,239.479740142822,244.880466461182,"CERES",-1,22,57.5618506537543
"44",32.1442055009482,-64.9833568333789,337.356404622396,322.140625,350.422248840332,242.356775071886,239.87576675415,244.531280517578,"CERES",0,23,57.5666222042508
"45",32.1354617700662,-65.0402168989668,337.116632798139,320.671813964844,350.890441894531,242.146794936236,239.652603149414,244.398712158203,"CERES",1,24,57.5848801556755
