"","fname","h","time.sim","T","qv","rh","u","v","theta","p","sat"
"1","202203291931",8151.1,7.8,-41.67,0.0542431127212464,18.79,49.82,-22.99,314.375236117942,342.92,"ACTIVATE (dropsonde)"
"2","202203291931",8142.5,7.8,-41.64,0.0563990873344386,19.5,49.81,-23.04,314.300694516544,343.36,"ACTIVATE (dropsonde)"
"3","202203291931",8133.9,7.8,-41.61,0.0585630552869337,20.21,49.79,-23.1,314.226312888912,343.8,"ACTIVATE (dropsonde)"
"4","202203291931",8125.2,7.8,-41.57,0.0605375962133863,20.83,49.74,-23.18,314.165656936398,344.24,"ACTIVATE (dropsonde)"
"5","202203291931",8116.3,7.8,-41.53,0.0621716711471683,21.33,-9999,-9999,314.102543831843,344.69,"ACTIVATE (dropsonde)"
"6","202203291931",8107.4,7.8,-41.47,0.0637444054779698,21.76,49.59,-23.37,314.06669923163,345.14,"ACTIVATE (dropsonde)"
"7","202203291931",8098.6,7.8,-41.42,0.0652624709425953,22.19,49.49,-23.46,314.017439331852,345.59,"ACTIVATE (dropsonde)"
"8","202203291931",8089.9,7.8,-41.36,0.0670097132595654,22.67,49.37,-23.56,313.981870753053,346.04,"ACTIVATE (dropsonde)"
"9","202203291931",8081.3,7.8,-41.3,0.0688935704272133,23.19,49.24,-23.64,313.949028436456,346.48,"ACTIVATE (dropsonde)"
"10","202203291931",8072.7,7.8,-41.23,0.0708392303168032,23.7,49.11,-23.73,313.929849445319,346.92,"ACTIVATE (dropsonde)"
"11","202203291931",8064,7.8,-41.17,0.0723989094113032,24.1,48.96,-23.8,313.897256225131,347.36,"ACTIVATE (dropsonde)"
"12","202203291931",8055.4,7.8,-41.12,0.0734724454837693,24.36,48.8,-23.87,313.851263100483,347.8,"ACTIVATE (dropsonde)"
"13","202203291931",8046.7,7.8,-41.08,0.0742330759894597,24.54,48.63,-23.93,313.791884349781,348.24,"ACTIVATE (dropsonde)"
"14","202203291931",8037.9,7.8,-41.03,0.0750741524661227,24.72,-9999,-9999,313.743593893654,348.69,"ACTIVATE (dropsonde)"
"15","202203291931",8029.1,7.8,-40.99,0.0758084207306085,24.89,48.28,-24.01,313.67936478709,349.15,"ACTIVATE (dropsonde)"
"16","202203291931",8020.3,7.8,-40.95,0.0762430202833881,24.96,48.12,-24.04,313.617860798477,349.6,"ACTIVATE (dropsonde)"
"17","202203291931",8011.5,7.8,-40.9,0.0763305756094035,24.89,47.95,-24.06,313.570009545346,350.05,"ACTIVATE (dropsonde)"
"18","202203291931",8002.7,7.8,-40.85,0.0761690613634603,24.74,47.8,-24.07,313.51974102217,350.51,"ACTIVATE (dropsonde)"
"19","202203291931",7994,7.8,-40.78,0.07616654215818,24.59,47.66,-24.07,313.499157664271,350.96,"ACTIVATE (dropsonde)"
"20","202203291931",7985.4,7.8,-40.7,0.076430008562324,24.5,47.53,-24.07,313.494732487826,351.4,"ACTIVATE (dropsonde)"
"21","202203291931",7976.8,7.8,-40.63,0.0768953150088883,24.5,47.41,-24.07,313.476929093091,351.84,"ACTIVATE (dropsonde)"
"22","202203291931",7968.3,7.8,-40.55,0.0778233853626372,24.62,47.29,-24.06,313.47271540591,352.28,"ACTIVATE (dropsonde)"
"23","202203291931",7959.9,7.8,-40.49,0.0787867404192333,24.8,47.17,-24.06,313.441660371639,352.72,"ACTIVATE (dropsonde)"
"24","202203291931",7951.3,7.8,-40.43,0.0795022067740963,24.9,47.05,-24.06,313.410727054615,353.16,"ACTIVATE (dropsonde)"
"25","202203291931",7942.6,7.8,-40.37,0.0798032691092272,24.87,46.92,-24.05,313.377380438439,353.61,"ACTIVATE (dropsonde)"
"26","202203291931",7933.9,7.8,-40.31,0.0797481858358678,24.73,46.8,-24.04,313.34163062223,354.07,"ACTIVATE (dropsonde)"
"27","202203291931",7925.2,7.8,-40.25,0.0797574948606855,24.61,46.67,-24.03,313.308542813104,354.52,"ACTIVATE (dropsonde)"
"28","202203291931",7916.4,7.8,-40.19,0.0801230336465079,24.6,46.55,-24.02,313.275582062753,354.97,"ACTIVATE (dropsonde)"
"29","202203291931",7907.8,7.8,-40.13,0.0810138184728886,24.75,46.43,-24,313.242747976783,355.42,"ACTIVATE (dropsonde)"
"30","202203291931",7899.3,7.8,-40.09,0.0822007661010576,25.04,46.32,-23.97,313.18316440822,355.87,"ACTIVATE (dropsonde)"
"31","202203291931",7890.9,7.8,-40.05,0.0835303013255182,25.37,46.23,-23.94,313.128752895912,356.3,"ACTIVATE (dropsonde)"
"32","202203291931",7882.7,7.8,-40,0.0849551942083051,25.7,46.15,-23.91,313.087900634335,356.73,"ACTIVATE (dropsonde)"
"33","202203291931",7874.6,7.8,-39.95,0.0864232432318757,26.04,46.1,-23.86,313.047169392249,357.16,"ACTIVATE (dropsonde)"
"34","202203291931",7866.7,7.8,-39.9,0.0878398431565937,26.36,46.06,-23.81,313.011565841518,357.57,"ACTIVATE (dropsonde)"
"35","202203291931",7858.9,7.8,-39.84,0.0891915806680934,26.63,46.04,-23.75,312.989484820516,357.98,"ACTIVATE (dropsonde)"
"36","202203291931",7851.3,7.8,-39.78,0.0903214605698614,26.83,46.03,-23.69,312.969999638961,358.38,"ACTIVATE (dropsonde)"
"37","202203291931",7843.9,7.8,-39.72,0.0913952211849504,27.01,46.03,-23.62,312.953101201391,358.77,"ACTIVATE (dropsonde)"
"38","202203291931",7836.4,7.8,-39.66,0.0924774108406632,27.19,46.03,-23.54,312.936288760692,359.16,"ACTIVATE (dropsonde)"
"39","202203291931",7829.1,7.8,-39.6,0.0935338938610853,27.36,46.05,-23.47,312.91956208418,359.55,"ACTIVATE (dropsonde)"
"40","202203291931",7821.6,7.8,-39.53,0.0945588565442524,27.49,46.07,-23.39,312.916315183466,359.94,"ACTIVATE (dropsonde)"
"41","202203291931",7814.1,7.8,-39.47,0.095390069260633,27.59,46.09,-23.32,312.899755192915,360.33,"ACTIVATE (dropsonde)"
"42","202203291931",7806.5,7.8,-39.4,0.0964282348060091,27.72,46.11,-23.24,312.894185448724,360.73,"ACTIVATE (dropsonde)"
"43","202203291931",7798.8,7.8,-39.34,0.0975467509416351,27.9,46.13,-23.16,312.872838369926,361.14,"ACTIVATE (dropsonde)"
"44","202203291931",7791.2,7.8,-39.29,0.0988206218273859,28.15,46.14,-23.08,312.840685026903,361.54,"ACTIVATE (dropsonde)"
"45","202203291931",7783.8,7.8,-39.24,0.100246871249666,28.44,46.14,-22.99,312.81110201339,361.93,"ACTIVATE (dropsonde)"
"46","202203291931",7776.6,7.8,-39.19,0.101968966515573,28.81,46.14,-22.91,312.784080383844,362.31,"ACTIVATE (dropsonde)"
"47","202203291931",7769.5,7.8,-39.14,0.103881098030032,29.23,46.12,-22.83,312.757145200628,362.69,"ACTIVATE (dropsonde)"
"48","202203291931",7762.3,7.8,-39.09,0.105842774271973,29.66,46.1,-22.76,312.730296241854,363.07,"ACTIVATE (dropsonde)"
"49","202203291931",7755,7.8,-39.03,0.107606864756309,30,46.07,-22.7,312.716890406288,363.45,"ACTIVATE (dropsonde)"
"50","202203291931",7747.7,7.8,-38.98,0.108655275265038,30.17,46.03,-22.66,312.685293416989,363.85,"ACTIVATE (dropsonde)"
"51","202203291931",7740.2,7.8,-38.92,0.109355535470763,30.21,45.99,-22.65,312.669597186881,364.24,"ACTIVATE (dropsonde)"
"52","202203291931",7732.7,7.8,-38.86,0.10994767092073,30.22,45.96,-22.65,312.651531464088,364.64,"ACTIVATE (dropsonde)"
"53","202203291931",7725,7.8,-38.8,0.110649411864806,30.26,45.93,-22.68,312.631104511724,365.05,"ACTIVATE (dropsonde)"
"54","202203291931",7717.3,7.8,-38.74,0.111502189139766,30.34,45.91,-22.73,312.610771182603,365.46,"ACTIVATE (dropsonde)"
"55","202203291931",7709.7,7.8,-38.68,0.112474385026811,30.45,45.88,-22.8,312.592974774407,365.86,"ACTIVATE (dropsonde)"
"56","202203291931",7702.3,7.8,-38.62,0.113453304008643,30.56,45.86,-22.88,312.575265769961,366.26,"ACTIVATE (dropsonde)"
"57","202203291931",7695,7.8,-38.56,0.114255523362217,30.62,45.83,-22.96,312.560081968437,366.65,"ACTIVATE (dropsonde)"
"58","202203291931",7687.7,7.8,-38.49,0.115030376482126,30.64,45.8,-23.05,312.558299218897,367.04,"ACTIVATE (dropsonde)"
"59","202203291931",7680.4,7.8,-38.42,0.115621124493635,30.61,45.77,-23.14,312.55658959127,367.43,"ACTIVATE (dropsonde)"
"60","202203291931",7673.1,7.8,-38.36,0.116057627201729,30.57,45.73,-23.23,312.541641347076,367.82,"ACTIVATE (dropsonde)"
