"","cth","cth.low","cth.high","ctt","ctt.low","ctt.high","tau","tau.low","tau.high","Nd","Nd.low","Nd.high","tdiff","sim.time.new","sat"
"1",1643.5160747,1602.294611725,1684.737537675,-18.4833206176758,-18.5298904418945,-18.4406608581543,27.835025,13.2078875,39.4298,1082.74913936501,819.552294517741,1285.20033607468,0,2.5,"ACTIVATE (remote sensing)"
"2",1561.07314875,1497.367251425,1628.5264518,-18.3613876342773,-18.4453186035156,-18.2592491149902,10.9481,5.87625,23.553075,954.834628203529,350.929432410633,1256.40926756099,0,3,"ACTIVATE (remote sensing)"
"3",1643.5160747,1583.5575831,1688.4849434,-18.1809753417969,-18.2680572509765,-18.0445770263672,17.78265,11.7148,19.4384625,401.070648817034,364.819026516479,533.293589856267,0,3.5,"ACTIVATE (remote sensing)"
"4",1673.4953205,1628.5264518,1699.727160575,-18.0751022338867,-18.1610969543457,-17.9057067871094,23.7552,16.01905,37.67305,507.167497750671,479.306831661046,562.707287376748,0,4,"ACTIVATE (remote sensing)"
"5",1703.4745663,1680.99013195,1793.4123037,-17.7413772583008,-17.8632148742676,-17.5758918762207,35.304175,24.3312625,42.9857375,387.795864650213,346.506762841938,564.989916746557,0,4.5,"ACTIVATE (remote sensing)"
"6",1733.4538121,1703.4745663,1789.664897975,-17.447248840332,-17.6193984985351,-17.3237098693847,24.4174,15.223675,33.00115,244.150895567168,227.39436688704,337.834946657389,0,5,"ACTIVATE (remote sensing)"
"7",1763.4330579,1692.232349125,1830.88636095,-17.0733703613281,-17.1400665283203,-16.7813552856445,16.21935,10.60555,26.3542,232.97221133994,187.901954496338,287.838031402665,0,5.5,"ACTIVATE (remote sensing)"
"8",1823.3915495,1710.96937775,1898.339664,-16.5950073242187,-16.6496948242187,-16.4860748291015,16.95345,6.4995625,31.3899875,219.8907937766,189.297742820683,278.714802356171,0,6,"ACTIVATE (remote sensing)"
"9",1868.3604182,1830.88636095,1962.045561325,-16.2636627197265,-16.3991683959961,-16.1823867797851,24.8295,18.3777,34.7728875,319.232813992078,294.511816595947,336.437613276144,0,6.5,"ACTIVATE (remote sensing)"
"10",1808.4019266,1688.4849434,1860.86560675,-12.008642578125,-12.1092590332031,-11.6234344482422,NA,NA,NA,NA,NA,NA,0,7,"ACTIVATE (remote sensing)"
"11",1890.84485255,1755.93824645,1943.3085327,-11.9072784423828,-12.3921951293945,-11.5579132080078,42.9352,42.9352,42.9352,521.049280844565,521.049280844565,521.049280844565,0,7.5,"ACTIVATE (remote sensing)"
"12",1958.2981556,1890.84485255,2003.2670243,-11.052099609375,-11.463247680664,-10.7976287841797,NA,NA,NA,NA,NA,NA,0,8,"ACTIVATE (remote sensing)"
"13",1898.339664,1793.4123037,1973.2877785,-11.3234313964844,-11.6208862304687,-11.1297058105469,NA,NA,NA,NA,NA,NA,0,8.5,"ACTIVATE (remote sensing)"
"14",1838.3811724,1767.180463625,1958.2981556,-11.0942749023437,-11.2232269287109,-10.9214462280273,NA,NA,NA,NA,NA,NA,0,9,"ACTIVATE (remote sensing)"
"15",1898.339664,1793.4123037,2018.2566472,-10.9174865722656,-11.0291351318359,-10.6153015136719,NA,NA,NA,NA,NA,NA,0,9.5,"ACTIVATE (remote sensing)"
"16",2003.2670243,1950.80334415,2093.2047617,-10.3213562011719,-10.7500518798828,-9.88016357421873,NA,NA,NA,NA,NA,NA,0,10,"ACTIVATE (remote sensing)"
"17",2190.63731055,2141.921036125,2239.353584975,-9.03581848144529,-9.51751556396482,-8.67885437011716,NA,NA,NA,NA,NA,NA,0,10.5,"ACTIVATE (remote sensing)"
"18",2318.0491052,2250.59580215,2407.9868426,-8.29692687988279,-8.68794097900388,-7.6463912963867,NA,NA,NA,NA,NA,NA,0,11,"ACTIVATE (remote sensing)"
"19",2303.0594823,2183.1424991,2370.51278535,-8.18802490234373,-8.98358764648435,-7.70567932128904,NA,NA,NA,NA,NA,NA,0,11.5,"ACTIVATE (remote sensing)"
"20",2123.1840075,2048.235893,2156.910659025,-9.4845031738281,-9.81898345947263,-9.22113647460935,NA,NA,NA,NA,NA,NA,0,12,"ACTIVATE (remote sensing)"
