"","cc","cth","cth.25","cth.75","ctt","ctt.25","ctt.75","cod","cod.25","cod.75","iwp","iwp.25","iwp.75","lat","lon","tdiff","time.rel","sat"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.0483012674582,-6.4890058555159,1,-23.45,"CALIOP"
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1270373112049,5.59609991662402,-1,-10.6666666666667,"CALIOP"
"3",1,0.92569394174375,0.891028702259064,0.980843186378479,-20.344772840801,-20.5364398956299,-20.2300624847412,9.07110098788613,8.41058921813965,9.43711376190186,NA,NA,NA,71.7417756791948,6.59115924282682,0,-9.66666666666667,"CALIOP"
"4",0.975155279503106,0.676812801949727,0.352141827344894,0.891028702259064,-18.519790809347,-20.1761312484741,-17.2822017669678,6.34361070997273,2.97312760353088,9.19214725494385,NA,NA,NA,71.3739789545279,7.55182979335778,1,-8.66666666666667,"CALIOP"
