"","fname","h","time.sim","T","qv","rh","u","v","theta","p","sat"
"1","202201111442",8080.1,5,-44.35,0.026230521870113,12.1,38.03,-26.25,310.776979764163,342.76,"ACTIVATE (dropsonde)"
"2","202201111442",8070.9,5,-44.31,0.0262432700683998,12.07,38.07,-26.26,310.709520225406,343.23,"ACTIVATE (dropsonde)"
"3","202201111442",8061.6,5,-44.27,0.0262776732945284,12.05,38.13,-26.26,310.642232430017,343.7,"ACTIVATE (dropsonde)"
"4","202201111442",8052.4,5,-44.24,0.0262835554816199,12.03,38.21,-26.23,310.561548849175,344.17,"ACTIVATE (dropsonde)"
"5","202201111442",8043.3,5,-44.23,0.0263635393153624,12.07,38.3,-26.19,310.453923133019,344.64,"ACTIVATE (dropsonde)"
"6","202201111442",8034.2,5,-44.26,0.0265465649964246,12.21,38.41,-26.12,310.29227362512,345.11,"ACTIVATE (dropsonde)"
"7","202201111442",8025.1,5,-44.31,0.026885420944315,12.45,38.54,-26.02,310.103765234022,345.58,"ACTIVATE (dropsonde)"
"8","202201111442",8015.9,5,-44.39,0.0272788629570494,12.76,38.69,-25.9,309.872321990666,346.06,"ACTIVATE (dropsonde)"
"9","202201111442",8006.5,5,-44.45,0.0277217369384332,13.07,38.86,-25.77,309.668264729234,346.54,"ACTIVATE (dropsonde)"
"10","202201111442",7997.1,5,-44.49,0.0281319777877061,13.34,39.05,-25.62,309.489009713112,347.03,"ACTIVATE (dropsonde)"
"11","202201111442",7987.7,5,-44.51,0.028472612455861,13.55,39.25,-25.47,309.337084240196,347.52,"ACTIVATE (dropsonde)"
"12","202201111442",7978.3,5,-44.51,0.0287900736907346,13.72,39.45,-25.33,309.214995958122,348,"ACTIVATE (dropsonde)"
"13","202201111442",7969.1,5,-44.5,0.0289914563032551,13.82,39.65,-25.18,309.106642812108,348.48,"ACTIVATE (dropsonde)"
"14","202201111442",7960,5,-44.48,0.0290775372425013,13.85,39.84,-25.03,309.012008158875,348.96,"ACTIVATE (dropsonde)"
"15","202201111442",7951,5,-44.46,0.0291436016702187,13.87,40.02,-24.89,308.920095668129,349.43,"ACTIVATE (dropsonde)"
"16","202201111442",7942.1,5,-44.43,0.0292634179838182,13.9,40.19,-24.75,308.844395449016,349.89,"ACTIVATE (dropsonde)"
"17","202201111442",7933.3,5,-44.4,0.0294679885283205,13.97,40.34,-24.62,308.768861102359,350.35,"ACTIVATE (dropsonde)"
"18","202201111442",7924.3,5,-44.38,0.0297880202559742,14.11,40.45,-24.5,308.677482602106,350.82,"ACTIVATE (dropsonde)"
"19","202201111442",7915.2,5,-44.4,0.0303349684253777,14.42,40.54,-24.4,308.529824336253,351.3,"ACTIVATE (dropsonde)"
"20","202201111442",7906,5,-44.46,0.0310569813441262,14.88,40.58,-24.33,308.328469497992,351.78,"ACTIVATE (dropsonde)"
"21","202201111442",7896.8,5,-44.53,0.0318130620208671,15.38,40.6,-24.29,308.111410280431,352.27,"ACTIVATE (dropsonde)"
"22","202201111442",7887.7,5,-44.59,0.0324456843755421,15.81,40.59,-24.28,307.91061344399,352.75,"ACTIVATE (dropsonde)"
"23","202201111442",7878.7,5,-44.62,0.0328689540736039,16.09,40.57,-24.3,307.75298059793,353.22,"ACTIVATE (dropsonde)"
"24","202201111442",7869.7,5,-44.6,0.0331002856702542,16.19,40.54,-24.35,307.660398703796,353.7,"ACTIVATE (dropsonde)"
"25","202201111442",7860.7,5,-44.56,0.0333029895152476,16.24,40.51,-24.42,307.597400547367,354.17,"ACTIVATE (dropsonde)"
"26","202201111442",7851.6,5,-44.51,0.0335832846838566,16.31,40.49,-24.51,307.545531776511,354.65,"ACTIVATE (dropsonde)"
"27","202201111442",7842.6,5,-44.44,0.0339596386053202,16.39,40.48,-24.61,307.520709901996,355.13,"ACTIVATE (dropsonde)"
"28","202201111442",7833.4,5,-44.37,0.0342757573210736,16.44,40.47,-24.72,307.493548890453,355.62,"ACTIVATE (dropsonde)"
"29","202201111442",7824.2,5,-44.3,0.0345104618921789,16.45,40.47,-24.83,307.46652844247,356.11,"ACTIVATE (dropsonde)"
"30","202201111442",7815,5,-44.22,0.0346363789715676,16.39,40.48,-24.93,307.453078083783,356.6,"ACTIVATE (dropsonde)"
"31","202201111442",7805.9,5,-44.15,0.0346404096531911,16.29,40.49,-25.03,307.428794336433,357.08,"ACTIVATE (dropsonde)"
"32","202201111442",7796.8,5,-44.07,0.0347223855437547,16.21,40.51,-25.12,307.41560344255,357.57,"ACTIVATE (dropsonde)"
"33","202201111442",7787.8,5,-44,0.0347884537577551,16.14,40.53,-25.2,307.391581715428,358.05,"ACTIVATE (dropsonde)"
"34","202201111442",7778.8,5,-43.92,0.0349783922831312,16.11,40.55,-25.28,307.381100457072,358.53,"ACTIVATE (dropsonde)"
"35","202201111442",7769.8,5,-43.84,0.0351909370631796,16.09,40.57,-25.36,307.37073968444,359.01,"ACTIVATE (dropsonde)"
"36","202201111442",7760.9,5,-43.77,0.0353663723445108,16.07,40.59,-25.44,307.347099953919,359.49,"ACTIVATE (dropsonde)"
"37","202201111442",7752.1,5,-43.69,0.0355596489284327,16.04,40.6,-25.51,307.339425914402,359.96,"ACTIVATE (dropsonde)"
