"","lat","lon","swflx","swflx.25","swflx.75","lwflx","lwflx.25","lwflx.75","sat","tdiff","time.rel","sza"
"1",39.5830815482052,-73.4158586141419,0,0,0,210.379898071289,204.013229370117,214.959838867188,"CERES",1,-8,143.118970430814
"2",36.7819720370285,-69.2436523742914,411.670538584391,369.343147277832,456.361152648926,229.950302759806,225.92894744873,233.477592468262,"CERES",-1,1,45.0509201685588
"3",36.4413573150923,-68.7065089102955,346.635234003482,321.375686645508,379.106750488281,237.222154036812,231.5869140625,241.61824798584,"CERES",0,2,44.8469558384108
"4",36.0945752878346,-68.1897303067899,326.641347018155,290.226699829102,369.764617919922,240.967774824663,236.065837860107,244.784236907959,"CERES",1,3,44.6359639601274
"5",39.5830815482052,-73.4158586141419,0,0,0,211.735387948843,207.478820800781,216.121597290039,"CERES",1,-8,144.366053654597
"6",39.5830815482052,-73.4158586141419,0,0,0,216.296569824219,214.671573638916,218.941539764404,"CERES",0,-8,130.429591369629
"7",39.280225709218,-73.0134815215677,0,0,0,210.40185546875,206.355850219727,216.034648895264,"CERES",1,-7,130.339894104004
"8",36.7819720370285,-69.2436523742914,430.789963378906,382.374114990234,469.534301757812,223.152641601562,219.284103393555,227.6142578125,"CERES",-1,1,45.3321910095215
"9",36.4413573150923,-68.7065089102955,344.321778007176,325.600204467773,379.062622070312,235.722978011422,229.320327758789,241.212844848633,"CERES",0,2,45.0800578905189
"10",36.0945752878346,-68.1897303067899,319.522941002479,300.246482849121,341.292327880859,239.153719975398,235.082256317139,243.959487915039,"CERES",1,3,44.8521636082576
"11",39.5830815482052,-73.4158586141419,0,0,0,209.182684954475,202.152633666992,215.508651733398,"CERES",0,-8,138.501176273122
"12",39.280225709218,-73.0134815215677,0,0,0,201.973628704364,198.431053161621,203.300487518311,"CERES",1,-7,138.50051351694
"13",36.4413573150923,-68.7065089102955,356.893258666992,322.273780822754,379.997772216797,232.18031463623,230.254680633545,235.634174346924,"CERES",-1,2,49.3225596291678
"14",36.0945752878346,-68.1897303067899,327.910778045654,316.940933227539,334.241310119629,237.042652130127,234.951568603516,239.951091766357,"CERES",0,3,49.1174261305067
"15",35.7332182143768,-67.6770211029435,293.257242838542,282.903991699219,307.579452514648,241.30305480957,240.182960510254,242.821624755859,"CERES",1,4,48.711861928304
"16",37.4993744702046,-70.3077453354956,507.53959794478,498.437019348145,530.66291809082,219.425633517179,217.272476196289,220.663177490234,"CERES",-1,-1,46.9574238170277
"17",37.141878173913,-69.7731866588629,445.609210786365,399.294189453125,472.723449707031,222.902390979585,219.197723388672,225.96305847168,"CERES",0,0,46.4766780308315
"18",36.7819720370285,-69.2436523742914,371.020774841309,349.86506652832,392.471221923828,228.793059539795,225.944770812988,231.475143432617,"CERES",1,1,46.0057270050049
"19",37.4993744702046,-70.3077453354956,510.403201016513,501.458953857422,530.44905090332,221.0875861428,218.624774932861,223.077018737793,"CERES",-1,-1,46.9749710776589
"20",37.141878173913,-69.7731866588629,448.959524536133,401.931495666504,484.330207824707,223.982085418701,221.191673278809,228.194713592529,"CERES",0,0,46.4817644119263
"21",36.7819720370285,-69.2436523742914,371.637400309245,359.97412109375,386.706680297852,227.742043389214,223.729488372803,230.584609985352,"CERES",1,1,45.9746401045058
"22",32.7717311531815,-63.5091075581413,0,0,0,260.805684407552,258.817260742188,263.124633789062,"CERES",-1,13,149.899375067817
"23",32.4383842698637,-63.1020574600541,0,0,0,263.108742453835,261.971954345703,264.752563476562,"CERES",0,14,150.048153963956
"24",32.1167755289985,-62.7036791964346,0,0,0,263.815912420099,262.582138061523,264.805816650391,"CERES",1,15,150.118671764027
