"","Nqc","Nd.low","Nd.high","Ni","Ni.low","Ni.high","tdiff","sim.time.new","sat"
"1",NA,NA,NA,NA,NA,NA,0,3.7,"ACTIVATE (in-situ)"
"2",NA,NA,NA,NA,NA,NA,0,3.7,"ACTIVATE (in-situ)"
"3",NA,NA,NA,NA,NA,NA,0,5,"ACTIVATE (in-situ)"
"4",NA,NA,NA,NA,NA,NA,0,5,"ACTIVATE (in-situ)"
"5",NA,NA,NA,NA,NA,NA,0,8.4,"ACTIVATE (in-situ)"
"6",NA,NA,NA,NA,NA,NA,0,8.4,"ACTIVATE (in-situ)"
"7",NA,NA,NA,NA,NA,NA,0,10.4,"ACTIVATE (in-situ)"
"8",NA,NA,NA,NA,NA,NA,0,10.4,"ACTIVATE (in-situ)"
"9",NA,NA,NA,NA,NA,NA,0,12,"ACTIVATE (in-situ)"
"10",NA,NA,NA,NA,NA,NA,0,12,"ACTIVATE (in-situ)"
"11",NA,NA,NA,NA,NA,NA,0,11.1,"ACTIVATE (in-situ)"
"12",NA,NA,NA,NA,NA,NA,0,11.1,"ACTIVATE (in-situ)"
"13",NA,NA,NA,NA,NA,NA,0,9.8,"ACTIVATE (in-situ)"
"14",NA,NA,NA,NA,NA,NA,0,9.8,"ACTIVATE (in-situ)"
"15",NA,NA,NA,NA,NA,NA,0,8.3,"ACTIVATE (in-situ)"
"16",477.541139005175,305.977506356934,539.925911056877,0.713194200227465,0.123528058679667,0.314540385264007,0,2.7,"ACTIVATE (in-situ)"
"17",342.303191061114,133.24531093111,383.78132968783,2.12286011079203,0.220422307122413,0.607597144054581,0,5.8,"ACTIVATE (in-situ)"
"18",430.557058262262,122.566527996437,475.43803289661,2.13434379295024,0.196573917660508,0.675371571998222,0,7.2,"ACTIVATE (in-situ)"
"19",240.878806829727,80.8790790928853,268.75611817588,0.507493226825178,0.132148794552326,0.213147942052231,0,7.8,"ACTIVATE (in-situ)"
"20",160.364647956948,54.6787617403451,173.409290767438,2.00483084432812,0.122829037350486,0.182431866822205,0,9.2,"ACTIVATE (in-situ)"
"21",160.364647956948,54.6787617403451,173.409290767438,2.00483084432812,0.122829037350486,0.182431866822205,0,9.2,"ACTIVATE (in-situ)"
"22",146.448123785373,65.822519700246,150.852492090577,19.7203088358949,1.05730513723106,15.4761406838756,0,12,"ACTIVATE (in-situ)"
"23",146.448123785373,65.822519700246,150.852492090577,19.7203088358949,1.05730513723106,15.4761406838756,0,12,"ACTIVATE (in-situ)"
"24",154.177874670728,61.8280887742909,165.313069353489,0.452903736098684,0.124858863052791,0.404202760401924,0,10.5,"ACTIVATE (in-situ)"
"25",154.177874670728,61.8280887742909,165.313069353489,0.452903736098684,0.124858863052791,0.404202760401924,0,10.5,"ACTIVATE (in-situ)"
"26",184.745007083687,67.1703646986226,199.44091869997,1.83620426834662,0.431060778437029,1.66690703223836,0,9.1,"ACTIVATE (in-situ)"
"27",184.745007083687,67.1703646986226,199.44091869997,1.83620426834662,0.431060778437029,1.66690703223836,0,9.1,"ACTIVATE (in-situ)"
