"","fname","h","time.sim","T","qv","rh","u","v","theta","p","sat"
"19","202203131311",8014.1,4.6,-42.88,0.0399442864894301,16.02,58.18,-1.78,311.133366765989,349.12,"ACTIVATE (dropsonde)"
"20","202203131311",8006.4,4.6,-42.84,0.0402195941119531,16.08,58.22,-1.82,311.085518316388,349.52,"ACTIVATE (dropsonde)"
"21","202203131311",7998.7,4.6,-42.79,0.0405646163948414,16.15,58.27,-1.85,311.051287185044,349.92,"ACTIVATE (dropsonde)"
"22","202203131311",7991,4.6,-42.75,0.0409437101426845,16.25,58.32,-1.88,311.003662979059,350.32,"ACTIVATE (dropsonde)"
"23","202203131311",7983.3,4.6,-42.71,0.0414258681490061,16.39,58.36,-1.9,310.956152638146,350.72,"ACTIVATE (dropsonde)"
"24","202203131311",7975.7,4.6,-42.66,0.0419565567998542,16.53,58.4,-1.91,310.924778092119,351.11,"ACTIVATE (dropsonde)"
"25","202203131311",7968,4.6,-42.62,0.042368060090873,16.64,58.44,-1.91,310.877486890959,351.51,"ACTIVATE (dropsonde)"
"26","202203131311",7960.3,4.6,-42.57,0.0427761954404429,16.73,58.47,-1.91,310.843789592145,351.91,"ACTIVATE (dropsonde)"
"27","202203131311",7952.6,4.6,-42.53,0.0431922708523975,16.84,58.5,-1.89,310.796719605085,352.31,"ACTIVATE (dropsonde)"
"28","202203131311",7944.9,4.6,-42.48,0.043784522030849,17,58.54,-1.85,310.760714338202,352.72,"ACTIVATE (dropsonde)"
"29","202203131311",7937.3,4.6,-42.44,0.0444124606918596,17.19,58.58,-1.8,310.713867599256,353.12,"ACTIVATE (dropsonde)"
"30","202203131311",7929.6,4.6,-42.39,0.0449621039024142,17.33,58.62,-1.72,310.680595956548,353.52,"ACTIVATE (dropsonde)"
"31","202203131311",7921.9,4.6,-42.35,0.0454150894118972,17.45,58.67,-1.62,310.633968024878,353.92,"ACTIVATE (dropsonde)"
"32","202203131311",7914.2,4.6,-42.3,0.0459963434339169,17.6,58.72,-1.51,310.598398827529,354.33,"ACTIVATE (dropsonde)"
"33","202203131311",7906.4,4.6,-42.25,0.0466353948656107,17.77,58.77,-1.38,310.565441936739,354.73,"ACTIVATE (dropsonde)"
"34","202203131311",7898.8,4.6,-42.2,0.0473316423520125,17.96,58.81,-1.25,310.532586908601,355.13,"ACTIVATE (dropsonde)"
"35","202203131311",7891.2,4.6,-42.15,0.0479534472070727,18.12,58.85,-1.11,310.499833463609,355.53,"ACTIVATE (dropsonde)"
"36","202203131311",7883.6,4.6,-42.09,0.0484714984485567,18.22,58.88,-0.98,310.480618552542,355.93,"ACTIVATE (dropsonde)"
"37","202203131311",7875.9,4.6,-42.04,0.0488601175914581,18.29,58.9,-0.86,310.445571429461,356.34,"ACTIVATE (dropsonde)"
"38","202203131311",7868.2,4.6,-41.98,0.0493852275270698,18.39,58.91,-0.74,310.426548308227,356.74,"ACTIVATE (dropsonde)"
"39","202203131311",7860.6,4.6,-41.92,0.0498589904778801,18.47,58.91,-0.64,310.40513133553,357.15,"ACTIVATE (dropsonde)"
"40","202203131311",7852.9,4.6,-41.87,0.0501488511811111,18.5,58.91,-0.54,310.372874837139,357.55,"ACTIVATE (dropsonde)"
"41","202203131311",7845.4,4.6,-41.81,0.0503573264484019,18.48,58.91,-0.45,310.354133768375,357.95,"ACTIVATE (dropsonde)"
"42","202203131311",7837.9,4.6,-41.75,0.0506760545962245,18.5,58.92,-0.37,310.335483789935,358.35,"ACTIVATE (dropsonde)"
"43","202203131311",7830.3,4.6,-41.69,0.051134295806077,18.57,58.92,-0.27,310.31692464908,358.75,"ACTIVATE (dropsonde)"
"44","202203131311",7822.8,4.6,-41.63,0.0516511793688629,18.66,58.93,-0.18,310.29845609402,359.15,"ACTIVATE (dropsonde)"
"45","202203131311",7815.2,4.6,-41.56,0.0520891945462037,18.7,58.93,-0.08,310.295944509595,359.54,"ACTIVATE (dropsonde)"
"46","202203131311",7807.8,4.6,-41.5,0.0524176538473453,18.72,58.93,0.02,310.277649226307,359.94,"ACTIVATE (dropsonde)"
"47","202203131311",7800.3,4.6,-41.43,0.0528317852072471,18.75,58.93,0.12,310.272833781721,360.34,"ACTIVATE (dropsonde)"
"48","202203131311",7792.8,4.6,-41.37,0.0533627498374984,18.84,58.92,0.23,310.254713701037,360.74,"ACTIVATE (dropsonde)"
"49","202203131311",7785.2,4.6,-41.33,0.0538979888839132,18.97,58.9,0.34,310.209919981679,361.14,"ACTIVATE (dropsonde)"
"50","202203131311",7777.6,4.6,-41.28,0.0546074530184821,19.14,58.88,0.46,310.17860958346,361.54,"ACTIVATE (dropsonde)"
"51","202203131311",7770,4.6,-41.24,0.0552621347516146,19.31,58.85,0.57,310.13157287523,361.95,"ACTIVATE (dropsonde)"
"52","202203131311",7762.5,4.6,-41.19,0.055923199028658,19.46,58.82,0.69,310.100464022177,362.35,"ACTIVATE (dropsonde)"
"53","202203131311",7755,4.6,-41.14,0.056473298565065,19.57,58.79,0.81,310.069451948533,362.75,"ACTIVATE (dropsonde)"
"54","202203131311",7747.4,4.6,-41.1,0.0568497094636103,19.64,58.75,0.92,310.022734548713,363.16,"ACTIVATE (dropsonde)"
"55","202203131311",7739.8,4.6,-41.06,0.0572294543885165,19.71,58.73,1.04,309.978566424341,363.56,"ACTIVATE (dropsonde)"
"56","202203131311",7732.2,4.6,-41.02,0.0575802744618317,19.77,58.71,1.14,309.932067263131,363.97,"ACTIVATE (dropsonde)"
"57","202203131311",7724.5,4.6,-40.97,0.0578765093228108,19.79,58.7,1.23,309.899025698164,364.38,"ACTIVATE (dropsonde)"
"58","202203131311",7716.8,4.6,-40.92,0.0582034989505927,19.82,58.7,1.31,309.866085487047,364.79,"ACTIVATE (dropsonde)"
"59","202203131311",7709.2,4.6,-40.88,0.0587343224802989,19.94,58.73,1.38,309.817481311806,365.21,"ACTIVATE (dropsonde)"
"60","202203131311",7701.6,4.6,-40.83,0.059924766634006,20.26,58.76,1.44,309.787173514687,365.61,"ACTIVATE (dropsonde)"
"61","202203131311",7694,4.6,-40.8,0.0617650697671547,20.84,58.81,1.48,309.727879519579,366.02,"ACTIVATE (dropsonde)"
"62","202203131311",7686.6,4.6,-40.76,0.064305314248554,21.63,58.87,1.51,309.684445922834,366.42,"ACTIVATE (dropsonde)"
"63","202203131311",7679.2,4.6,-40.73,0.0669397230708272,22.47,58.94,1.53,309.627792867421,366.82,"ACTIVATE (dropsonde)"
"64","202203131311",7671.7,4.6,-40.68,0.069580853898813,23.26,59.01,1.53,309.597885810117,367.22,"ACTIVATE (dropsonde)"
"65","202203131311",7664.2,4.6,-40.62,0.0720756940496649,23.97,59.08,1.52,309.578977549266,367.63,"ACTIVATE (dropsonde)"
"66","202203131311",7656.7,4.6,-40.56,0.0742638327417018,24.57,59.14,1.49,309.562565551725,368.03,"ACTIVATE (dropsonde)"
"67","202203131311",7649.1,4.6,-40.5,0.0763489702256119,25.13,59.19,1.44,309.543835541519,368.44,"ACTIVATE (dropsonde)"
"68","202203131311",7641.6,4.6,-40.44,0.0783313225712047,25.65,59.22,1.38,309.525195699273,368.85,"ACTIVATE (dropsonde)"
"69","202203131311",7634.2,4.6,-40.39,0.0801890191097527,26.15,59.24,1.32,309.495746239265,369.25,"ACTIVATE (dropsonde)"
"70","202203131311",7626.8,4.6,-40.33,0.0822078879722406,26.67,59.24,1.25,309.47968182218,369.65,"ACTIVATE (dropsonde)"
"71","202203131311",7619.4,4.6,-40.27,0.0843382910810086,27.22,59.22,1.17,309.463701323013,370.05,"ACTIVATE (dropsonde)"
"72","202203131311",7612,4.6,-40.21,0.0863326300323817,27.72,59.2,1.08,309.447804515524,370.45,"ACTIVATE (dropsonde)"
"73","202203131311",7604.6,4.6,-40.14,0.0880586706377251,28.1,59.18,1,309.442885112704,370.86,"ACTIVATE (dropsonde)"
"74","202203131311",7597.1,4.6,-40.07,0.089489530336037,28.38,59.15,0.91,309.440429758445,371.26,"ACTIVATE (dropsonde)"
"75","202203131311",7589.6,4.6,-40.01,0.0905839813509715,28.58,59.13,0.82,309.422396140451,371.67,"ACTIVATE (dropsonde)"
"76","202203131311",7582.2,4.6,-39.94,0.0915272240572024,28.7,59.11,0.74,309.417718535822,372.08,"ACTIVATE (dropsonde)"
"77","202203131311",7574.7,4.6,-39.87,0.0922561688960938,28.75,59.1,0.67,309.415496306725,372.48,"ACTIVATE (dropsonde)"
"78","202203131311",7567.3,4.6,-39.8,0.0930200764567065,28.81,59.1,0.61,309.410975117055,372.89,"ACTIVATE (dropsonde)"
"79","202203131311",7560,4.6,-39.74,0.0941492942456201,29.01,59.1,0.55,309.395648200085,373.29,"ACTIVATE (dropsonde)"
"80","202203131311",7552.7,4.6,-39.67,0.095908710591577,29.37,59.11,0.51,309.393654595665,373.69,"ACTIVATE (dropsonde)"
"81","202203131311",7545.4,4.6,-39.61,0.0978475045072024,29.81,59.13,0.49,309.378487233742,374.09,"ACTIVATE (dropsonde)"
"82","202203131311",7538.1,4.6,-39.54,0.0998076974580362,30.22,59.15,0.47,309.376644650613,374.49,"ACTIVATE (dropsonde)"
"83","202203131311",7530.8,4.6,-39.47,0.101458402494279,30.53,59.17,0.47,309.377235478879,374.88,"ACTIVATE (dropsonde)"
"84","202203131311",7523.6,4.6,-39.4,0.102788226842306,30.74,59.19,0.48,309.375536526311,375.28,"ACTIVATE (dropsonde)"
"85","202203131311",7516.1,4.6,-39.33,0.103959222700599,30.9,59.21,0.5,309.371555179542,375.69,"ACTIVATE (dropsonde)"
"86","202203131311",7508.7,4.6,-39.26,0.105208050584199,31.08,59.22,0.52,309.367651534616,376.1,"ACTIVATE (dropsonde)"
"87","202203131311",7501.2,4.6,-39.2,0.106562366504208,31.32,59.23,0.53,309.350602438933,376.51,"ACTIVATE (dropsonde)"
"88","202203131311",7493.8,4.6,-39.13,0.108175707012056,31.6,59.23,0.53,309.346857665845,376.92,"ACTIVATE (dropsonde)"
"89","202203131311",7486.3,4.6,-39.06,0.109804440032984,31.88,59.22,0.51,309.343189943343,377.33,"ACTIVATE (dropsonde)"
"90","202203131311",7478.9,4.6,-38.99,0.111414023887046,32.15,59.2,0.49,309.33959905787,377.74,"ACTIVATE (dropsonde)"
"91","202203131311",7471.6,4.6,-38.92,0.11290231425074,32.38,59.19,0.45,309.338424387422,378.14,"ACTIVATE (dropsonde)"
"92","202203131311",7464.3,4.6,-38.85,0.11426393845783,32.57,59.17,0.41,309.337321088831,378.54,"ACTIVATE (dropsonde)"
"93","202203131311",7457,4.6,-38.78,0.115602308921275,32.75,59.16,0.38,309.336288968735,378.94,"ACTIVATE (dropsonde)"
"94","202203131311",7449.7,4.6,-38.72,0.116793880527885,32.92,59.14,0.34,309.31980111944,379.35,"ACTIVATE (dropsonde)"
"95","202203131311",7442.3,4.6,-38.65,0.11786547593519,33.02,59.13,0.3,309.316587693648,379.76,"ACTIVATE (dropsonde)"
"96","202203131311",7434.8,4.6,-38.58,0.118658039825215,33.04,59.14,0.27,309.313449852551,380.17,"ACTIVATE (dropsonde)"
"97","202203131311",7427.4,4.6,-38.52,0.119113455785661,33,59.15,0.24,309.294880768125,380.59,"ACTIVATE (dropsonde)"
"98","202203131311",7419.9,4.6,-38.45,0.119514148218642,32.91,59.18,0.23,309.291900055163,381,"ACTIVATE (dropsonde)"
"99","202203131311",7412.6,4.6,-38.38,0.119768684983389,32.78,59.21,0.21,309.288994293177,381.41,"ACTIVATE (dropsonde)"
"100","202203131311",7405.2,4.6,-38.31,0.11980399011909,32.59,59.25,0.2,309.288480004977,381.81,"ACTIVATE (dropsonde)"
"101","202203131311",7398,4.6,-38.24,0.119720679989128,32.37,59.3,0.19,309.285721022542,382.22,"ACTIVATE (dropsonde)"
"102","202203131311",7390.7,4.6,-38.17,0.119820652813695,32.2,59.35,0.18,309.28534818265,382.62,"ACTIVATE (dropsonde)"
"103","202203131311",7383.5,4.6,-38.1,0.120179004937787,32.1,59.39,0.17,309.28504457034,383.02,"ACTIVATE (dropsonde)"
"104","202203131311",7376.2,4.6,-38.04,0.120486127896756,32.02,59.43,0.17,309.269348786067,383.43,"ACTIVATE (dropsonde)"
"105","202203131311",7368.9,4.6,-37.97,0.120613220226806,31.86,59.46,0.18,309.266885007307,383.84,"ACTIVATE (dropsonde)"
"106","202203131311",7361.6,4.6,-37.89,0.120710537813335,31.66,59.47,0.18,309.27994298646,384.24,"ACTIVATE (dropsonde)"
"107","202203131311",7354.2,4.6,-37.82,0.120750118770954,31.48,59.48,0.19,309.275320060166,384.66,"ACTIVATE (dropsonde)"
"108","202203131311",7346.7,4.6,-37.76,0.120935618658098,31.37,59.48,0.2,309.259934097392,385.07,"ACTIVATE (dropsonde)"
"109","202203131311",7339.3,4.6,-37.69,0.121317158698257,31.28,59.46,0.23,309.25546882537,385.49,"ACTIVATE (dropsonde)"
"110","202203131311",7331.7,4.6,-37.62,0.121542365568532,31.15,59.44,0.25,309.251081276174,385.91,"ACTIVATE (dropsonde)"
"111","202203131311",7324.2,4.6,-37.56,0.121445868616746,30.97,59.4,0.28,309.233645310263,386.33,"ACTIVATE (dropsonde)"
"112","202203131311",7316.8,4.6,-37.49,0.121507614151462,30.8,59.35,0.32,309.229416639463,386.75,"ACTIVATE (dropsonde)"
"113","202203131311",7309.4,4.6,-37.42,0.12172715346348,30.67,59.3,0.35,309.22754930697,387.16,"ACTIVATE (dropsonde)"
"114","202203131311",7302.1,4.6,-37.36,0.121980601491988,30.58,59.24,0.38,309.212639999839,387.57,"ACTIVATE (dropsonde)"
"115","202203131311",7294.9,4.6,-37.3,0.122634148876183,30.59,59.17,0.41,309.197810352807,387.98,"ACTIVATE (dropsonde)"
"116","202203131311",7287.7,4.6,-37.24,0.123455242464572,30.64,59.1,0.43,309.185336934617,388.38,"ACTIVATE (dropsonde)"
"117","202203131311",7280.4,4.6,-37.17,0.124116719759067,30.62,59.03,0.45,309.181491219795,388.8,"ACTIVATE (dropsonde)"
"118","202203131311",7273,4.6,-37.11,0.124576976068068,30.58,58.97,0.46,309.166895345773,389.21,"ACTIVATE (dropsonde)"
"119","202203131311",7265.6,4.6,-37.06,0.125645297953074,30.72,58.92,0.47,309.137014977016,389.63,"ACTIVATE (dropsonde)"
"120","202203131311",7258.2,4.6,-37.03,0.128025098469091,31.24,58.87,0.48,309.083312699317,390.04,"ACTIVATE (dropsonde)"
"121","202203131311",7250.8,4.6,-37,0.131396068934679,32,58.84,0.5,309.027448853068,390.46,"ACTIVATE (dropsonde)"
"122","202203131311",7243.4,4.6,-36.97,0.134738625296626,32.75,58.81,0.51,308.971692359542,390.88,"ACTIVATE (dropsonde)"
"123","202203131311",7236.1,4.6,-36.92,0.137298556268236,33.24,58.78,0.53,308.9421989972,391.3,"ACTIVATE (dropsonde)"
"124","202203131311",7228.7,4.6,-36.86,0.139190835880767,33.53,58.77,0.55,308.928125955271,391.71,"ACTIVATE (dropsonde)"
"125","202203131311",7221.5,4.6,-36.8,0.140764508647706,33.74,58.75,0.57,308.914130428879,392.12,"ACTIVATE (dropsonde)"
"126","202203131311",7214.3,4.6,-36.74,0.14243398167081,33.97,58.74,0.6,308.900212215359,392.53,"ACTIVATE (dropsonde)"
"127","202203131311",7207.2,4.6,-36.67,0.144349389470352,34.22,58.72,0.62,308.901681854715,392.93,"ACTIVATE (dropsonde)"
"128","202203131311",7200,4.6,-36.6,0.146236043612173,34.46,58.7,0.64,308.900969913719,393.34,"ACTIVATE (dropsonde)"
"129","202203131311",7192.6,4.6,-36.53,0.14826394803295,34.73,58.68,0.65,308.89808325366,393.76,"ACTIVATE (dropsonde)"
"130","202203131311",7185.2,4.6,-36.47,0.150931846682054,35.18,58.67,0.64,308.882219471639,394.18,"ACTIVATE (dropsonde)"
"131","202203131311",7177.8,4.6,-36.41,0.154355293179773,35.8,58.65,0.63,308.866436942191,394.6,"ACTIVATE (dropsonde)"
"132","202203131311",7170.4,4.6,-36.35,0.157678673005064,36.39,58.63,0.61,308.850735449645,395.02,"ACTIVATE (dropsonde)"
"133","202203131311",7163.1,4.6,-36.3,0.160129974815398,36.81,58.61,0.57,308.822076059404,395.44,"ACTIVATE (dropsonde)"
"134","202203131311",7155.8,4.6,-36.24,0.161759454411012,37,58.59,0.52,308.808771049176,395.85,"ACTIVATE (dropsonde)"
"135","202203131311",7148.7,4.6,-36.18,0.162741697933899,37.04,58.57,0.46,308.795541547956,396.26,"ACTIVATE (dropsonde)"
"136","202203131311",7141.5,4.6,-36.11,0.163760604452517,37.05,58.56,0.39,308.795414503882,396.67,"ACTIVATE (dropsonde)"
"137","202203131311",7134.4,4.6,-36.05,0.164842721413543,37.11,58.54,0.31,308.782331586239,397.08,"ACTIVATE (dropsonde)"
"138","202203131311",7127.1,4.6,-35.99,0.166150204802984,37.22,58.51,0.24,308.767101992524,397.5,"ACTIVATE (dropsonde)"
"139","202203131311",7119.8,4.6,-35.94,0.167348051040435,37.34,58.48,0.17,308.741155602103,397.91,"ACTIVATE (dropsonde)"
"140","202203131311",7112.6,4.6,-35.89,0.16836833915119,37.42,58.44,0.09,308.713074826935,398.33,"ACTIVATE (dropsonde)"
"141","202203131311",7105.4,4.6,-35.83,0.169521994952094,37.49,58.41,0.02,308.700302866528,398.74,"ACTIVATE (dropsonde)"
"142","202203131311",7098.3,4.6,-35.77,0.170909788101362,37.61,58.37,-0.04,308.687605044568,399.15,"ACTIVATE (dropsonde)"
"143","202203131311",7091.2,4.6,-35.71,0.172580814551847,37.79,58.34,-0.1,308.674981170273,399.56,"ACTIVATE (dropsonde)"
"144","202203131311",7084,4.6,-35.66,0.173998602231993,37.95,58.3,-0.16,308.649434740638,399.97,"ACTIVATE (dropsonde)"
"145","202203131311",7076.8,4.6,-35.6,0.175042072154822,37.99,58.26,-0.21,308.634757375178,400.39,"ACTIVATE (dropsonde)"
"146","202203131311",7069.6,4.6,-35.53,0.1756219034096,37.89,58.22,-0.27,308.635348962098,400.8,"ACTIVATE (dropsonde)"
"147","202203131311",7062.3,4.6,-35.47,0.175603035309089,37.7,58.18,-0.33,308.620821358076,401.22,"ACTIVATE (dropsonde)"
"148","202203131311",7055.2,4.6,-35.41,0.175770928649109,37.55,58.14,-0.41,308.608569049869,401.63,"ACTIVATE (dropsonde)"
"149","202203131311",7048,4.6,-35.35,0.176312126602007,37.48,58.11,-0.48,308.596389547934,402.04,"ACTIVATE (dropsonde)"
"150","202203131311",7041,4.6,-35.3,0.177009110835148,37.48,58.07,-0.57,308.571309308569,402.45,"ACTIVATE (dropsonde)"
"151","202203131311",7034,4.6,-35.25,0.177613772693463,37.46,58.03,-0.66,308.546309058838,402.86,"ACTIVATE (dropsonde)"
"152","202203131311",7026.9,4.6,-35.19,0.178210843198473,37.4,57.99,-0.77,308.536542574053,403.26,"ACTIVATE (dropsonde)"
"153","202203131311",7019.9,4.6,-35.14,0.178531775389184,37.32,57.95,-0.88,308.511695539075,403.67,"ACTIVATE (dropsonde)"
"154","202203131311",7012.8,4.6,-35.08,0.179221811379655,37.28,57.92,-0.99,308.499886275866,404.08,"ACTIVATE (dropsonde)"
"155","202203131311",7005.5,4.6,-35.02,0.180243185025666,37.31,57.89,-1.09,308.483786428305,404.51,"ACTIVATE (dropsonde)"
"156","202203131311",6998,4.6,-34.96,0.181318399011157,37.35,57.85,-1.2,308.467767528383,404.94,"ACTIVATE (dropsonde)"
"157","202203131311",6990.6,4.6,-34.89,0.182189164682669,37.31,57.82,-1.29,308.464775923411,405.37,"ACTIVATE (dropsonde)"
"158","202203131311",6983.3,4.6,-34.83,0.18244076935466,37.18,57.79,-1.38,308.448914351753,405.8,"ACTIVATE (dropsonde)"
"159","202203131311",6976,4.6,-34.77,0.182645252043164,37.04,57.76,-1.46,308.435304603152,406.22,"ACTIVATE (dropsonde)"
"160","202203131311",6968.8,4.6,-34.71,0.183292941762242,36.99,57.73,-1.54,308.421770210493,406.64,"ACTIVATE (dropsonde)"
"161","202203131311",6961.5,4.6,-34.64,0.184472656926065,37.01,57.71,-1.6,308.421242145143,407.06,"ACTIVATE (dropsonde)"
"162","202203131311",6954.3,4.6,-34.58,0.185421666291693,37.02,57.69,-1.65,308.405689464286,407.49,"ACTIVATE (dropsonde)"
"163","202203131311",6947,4.6,-34.52,0.185876310955775,36.93,57.66,-1.7,308.392378487733,407.91,"ACTIVATE (dropsonde)"
"164","202203131311",6939.9,4.6,-34.45,0.186164221841486,36.77,57.63,-1.75,308.394221797598,408.32,"ACTIVATE (dropsonde)"
"165","202203131311",6932.9,4.6,-34.39,0.186260434678488,36.61,57.6,-1.79,308.381053681104,408.74,"ACTIVATE (dropsonde)"
"166","202203131311",6925.7,4.6,-34.32,0.186894338690449,36.52,57.57,-1.83,308.38087192221,409.16,"ACTIVATE (dropsonde)"
"167","202203131311",6918.3,4.6,-34.26,0.187648386514412,36.49,57.52,-1.86,308.365695016816,409.59,"ACTIVATE (dropsonde)"
"168","202203131311",6910.9,4.6,-34.2,0.18845660042894,36.47,57.46,-1.89,308.350596603119,410.02,"ACTIVATE (dropsonde)"
"169","202203131311",6903.7,4.6,-34.15,0.188874556049025,36.41,57.39,-1.91,308.322675945306,410.45,"ACTIVATE (dropsonde)"
"170","202203131311",6896.5,4.6,-34.1,0.189088967076188,36.31,57.32,-1.93,308.296987066582,410.87,"ACTIVATE (dropsonde)"
"171","202203131311",6889.4,4.6,-34.05,0.189458794560678,36.24,57.23,-1.95,308.271378969286,411.29,"ACTIVATE (dropsonde)"
"172","202203131311",6882.3,4.6,-34,0.190095450040253,36.22,57.14,-1.97,308.247992756777,411.7,"ACTIVATE (dropsonde)"
"173","202203131311",6875.2,4.6,-33.96,0.190858328762073,36.26,57.04,-1.99,308.209657699836,412.12,"ACTIVATE (dropsonde)"
"174","202203131311",6868,4.6,-33.91,0.192023150008716,36.34,56.94,-2.02,308.184292136325,412.54,"ACTIVATE (dropsonde)"
"175","202203131311",6860.8,4.6,-33.86,0.193030061650719,36.39,56.83,-2.06,308.15687239417,412.97,"ACTIVATE (dropsonde)"
"176","202203131311",6853.7,4.6,-33.82,0.193164852014392,36.31,56.72,-2.1,308.118794704854,413.39,"ACTIVATE (dropsonde)"
"177","202203131311",6846.6,4.6,-33.78,0.192556330227665,36.09,56.61,-2.16,308.082933364247,413.8,"ACTIVATE (dropsonde)"
"178","202203131311",6839.5,4.6,-33.73,0.191911386944818,35.83,56.51,-2.22,308.057893983496,414.22,"ACTIVATE (dropsonde)"
"179","202203131311",6832.3,4.6,-33.68,0.19141499264595,35.6,56.41,-2.28,308.030809137182,414.65,"ACTIVATE (dropsonde)"
"180","202203131311",6825,4.6,-33.63,0.190961053870909,35.38,56.32,-2.34,308.001685789884,415.09,"ACTIVATE (dropsonde)"
"181","202203131311",6817.6,4.6,-33.58,0.190234237390074,35.11,56.23,-2.4,307.974770484249,415.52,"ACTIVATE (dropsonde)"
"182","202203131311",6810.3,4.6,-33.52,0.189248178403586,34.76,56.14,-2.44,307.960789947598,415.95,"ACTIVATE (dropsonde)"
"183","202203131311",6803.2,4.6,-33.47,0.188064177236698,34.41,56.05,-2.49,307.934037147466,416.38,"ACTIVATE (dropsonde)"
"184","202203131311",6796.1,4.6,-33.41,0.187224050546998,34.09,55.96,-2.52,307.924436916924,416.79,"ACTIVATE (dropsonde)"
"185","202203131311",6789.2,4.6,-33.36,0.186515668076317,33.83,55.87,-2.54,307.899951723472,417.21,"ACTIVATE (dropsonde)"
"186","202203131311",6782.2,4.6,-33.31,0.185858550980011,33.58,55.77,-2.56,307.877652740594,417.62,"ACTIVATE (dropsonde)"
"187","202203131311",6775.2,4.6,-33.25,0.185480414803771,33.35,55.66,-2.56,307.866153763871,418.04,"ACTIVATE (dropsonde)"
"188","202203131311",6768.2,4.6,-33.2,0.184857977981854,33.11,55.54,-2.57,307.841895415265,418.46,"ACTIVATE (dropsonde)"
"189","202203131311",6761.1,4.6,-33.14,0.183958086963202,32.79,55.42,-2.57,307.830540035549,418.88,"ACTIVATE (dropsonde)"
"190","202203131311",6753.9,4.6,-33.09,0.182637240699374,32.43,55.3,-2.57,307.804332800632,419.31,"ACTIVATE (dropsonde)"
"191","202203131311",6746.7,4.6,-33.04,0.181133684793135,32.04,55.18,-2.57,307.778207015184,419.74,"ACTIVATE (dropsonde)"
"192","202203131311",6739.5,4.6,-32.99,0.179275121909491,31.59,55.06,-2.56,307.752162474849,420.17,"ACTIVATE (dropsonde)"
"193","202203131311",6732.3,4.6,-32.94,0.177627296694143,31.18,54.93,-2.56,307.726198975979,420.6,"ACTIVATE (dropsonde)"
"194","202203131311",6725.1,4.6,-32.89,0.176135542411323,30.8,54.81,-2.55,307.700316315625,421.03,"ACTIVATE (dropsonde)"
"195","202203131311",6717.9,4.6,-32.83,0.174856381370801,30.43,54.68,-2.54,307.687317525456,421.46,"ACTIVATE (dropsonde)"
"196","202203131311",6710.7,4.6,-32.77,0.173560450429244,30.06,54.56,-2.52,307.674391703053,421.89,"ACTIVATE (dropsonde)"
"197","202203131311",6703.6,4.6,-32.71,0.172537738056922,29.74,54.44,-2.5,307.661538662227,422.32,"ACTIVATE (dropsonde)"
