"","fname","h","time.sim","T","qv","rh","u","v","theta","p","sat"
"1","202102031644",8266,1.8,-46.94,0.035988815265414,21.17,14.79,-7.61,310.934779350961,328.8,"ACTIVATE (dropsonde)"
"2","202102031644",8257.2,1.8,-46.89,0.0360730657236063,21.13,14.82,-7.61,310.884579849567,329.24,"ACTIVATE (dropsonde)"
"3","202102031644",8248.3,1.8,-46.83,0.0360259549810185,20.99,14.85,-7.61,310.848266946487,329.68,"ACTIVATE (dropsonde)"
"4","202102031644",8239.3,1.8,-46.76,0.0360161492647503,20.85,14.87,-7.61,310.823131647674,330.13,"ACTIVATE (dropsonde)"
"5","202102031644",8230.1,1.8,-46.7,0.0360677213792242,20.77,14.87,-7.61,310.781720942922,330.59,"ACTIVATE (dropsonde)"
"6","202102031644",8220.7,1.8,-46.63,0.0361577843037476,20.69,14.86,-7.63,310.751500019885,331.06,"ACTIVATE (dropsonde)"
"7","202102031644",8211.4,1.8,-46.56,0.0362309081141239,20.6,14.84,-7.65,310.724112016428,331.52,"ACTIVATE (dropsonde)"
"8","202102031644",8202.2,1.8,-46.51,0.0363289157349303,20.57,14.82,-7.68,310.669452619207,331.98,"ACTIVATE (dropsonde)"
"9","202102031644",8193.2,1.8,-46.45,0.0367171401007599,20.68,14.79,-7.72,310.63133287869,332.43,"ACTIVATE (dropsonde)"
"10","202102031644",8184.3,1.8,-46.42,0.0371631821798698,20.89,14.76,-7.76,310.552267807472,332.88,"ACTIVATE (dropsonde)"
"11","202102031644",8175.3,1.8,-46.39,0.0376999996725149,21.15,14.73,-7.8,310.473379695866,333.33,"ACTIVATE (dropsonde)"
"12","202102031644",8166.3,1.8,-46.35,0.0382275379325469,21.38,14.7,-7.84,310.408354418317,333.78,"ACTIVATE (dropsonde)"
"13","202102031644",8157.1,1.8,-46.31,0.0386121774631762,21.53,14.68,-7.88,310.338183432769,334.25,"ACTIVATE (dropsonde)"
"14","202102031644",8147.9,1.8,-46.25,0.0389601257235248,21.61,14.67,-7.93,310.298196334429,334.71,"ACTIVATE (dropsonde)"
"15","202102031644",8138.6,1.8,-46.19,0.039255042336882,21.66,14.66,-7.98,310.255712912686,335.18,"ACTIVATE (dropsonde)"
"16","202102031644",8129.4,1.8,-46.12,0.039542069254356,21.68,14.67,-8.05,310.22969608671,335.64,"ACTIVATE (dropsonde)"
"17","202102031644",8120.3,1.8,-46.05,0.039812661671115,21.69,14.69,-8.13,310.203818593222,336.1,"ACTIVATE (dropsonde)"
"18","202102031644",8111.3,1.8,-45.99,0.0400407665115955,21.7,14.74,-8.23,310.16442595297,336.56,"ACTIVATE (dropsonde)"
"19","202102031644",8102.3,1.8,-45.93,0.0401599774283962,21.65,14.81,-8.34,310.127814185308,337.01,"ACTIVATE (dropsonde)"
"20","202102031644",8093.4,1.8,-45.88,0.0400474234198219,21.5,14.9,-8.46,310.075071774986,337.47,"ACTIVATE (dropsonde)"
"21","202102031644",8084.4,1.8,-45.82,0.0398285776638086,21.27,15.01,-8.59,310.038750199832,337.92,"ACTIVATE (dropsonde)"
"22","202102031644",8075.4,1.8,-45.75,0.0396486408004752,21.04,15.15,-8.74,310.01358129444,338.38,"ACTIVATE (dropsonde)"
"23","202102031644",8066.4,1.8,-45.68,0.0394836226615848,20.82,15.29,-8.9,309.98854889779,338.84,"ACTIVATE (dropsonde)"
"24","202102031644",8057.3,1.8,-45.61,0.0393529298796969,20.62,15.43,-9.08,309.963652550709,339.3,"ACTIVATE (dropsonde)"
"25","202102031644",8048.3,1.8,-45.54,0.0391996318124775,20.41,15.57,-9.27,309.938891796126,339.76,"ACTIVATE (dropsonde)"
"26","202102031644",8039.1,1.8,-45.47,0.039002853035775,20.18,15.7,-9.48,309.911660988162,340.23,"ACTIVATE (dropsonde)"
"27","202102031644",8030,1.8,-45.41,0.0387604999744231,19.95,15.83,-9.71,309.873567316826,340.69,"ACTIVATE (dropsonde)"
"28","202102031644",8020.9,1.8,-45.34,0.0385359952094204,19.71,15.94,-9.95,309.846622036092,341.16,"ACTIVATE (dropsonde)"
"29","202102031644",8011.9,1.8,-45.28,0.0382465163969407,19.46,16.05,-10.2,309.808815906413,341.62,"ACTIVATE (dropsonde)"
"30","202102031644",8003,1.8,-45.2,0.0380954227792973,19.24,16.14,-10.47,309.798334799822,342.08,"ACTIVATE (dropsonde)"
"31","202102031644",7994,1.8,-45.13,0.0379780092612634,19.06,16.22,-10.74,309.774390697801,342.54,"ACTIVATE (dropsonde)"
"32","202102031644",7985.1,1.8,-45.05,0.0378999356482839,18.88,16.28,-10.99,309.766742128488,342.99,"ACTIVATE (dropsonde)"
"33","202102031644",7976.1,1.8,-44.98,0.0376133108234859,18.62,16.3,-11.23,309.740474300086,343.46,"ACTIVATE (dropsonde)"
"34","202102031644",7967.1,1.8,-44.9,0.0372818654382499,18.32,16.29,-11.43,309.730490734655,343.92,"ACTIVATE (dropsonde)"
"35","202102031644",7958,1.8,-44.83,0.0369428743429805,18.04,16.25,-11.59,309.704491303772,344.39,"ACTIVATE (dropsonde)"
"36","202102031644",7949.1,1.8,-44.75,0.036762752011376,17.82,16.18,-11.72,309.694757500587,344.85,"ACTIVATE (dropsonde)"
"37","202102031644",7940.2,1.8,-44.68,0.0366417527892224,17.65,16.09,-11.81,309.671589458054,345.31,"ACTIVATE (dropsonde)"
"38","202102031644",7931.3,1.8,-44.6,0.0366002604502521,17.5,15.99,-11.88,309.664661609969,345.76,"ACTIVATE (dropsonde)"
"39","202102031644",7922.5,1.8,-44.51,0.0366789944557156,17.39,15.88,-11.95,309.668831936721,346.22,"ACTIVATE (dropsonde)"
"40","202102031644",7913.6,1.8,-44.42,0.0367561667858304,17.28,15.78,-12.01,309.673110680997,346.68,"ACTIVATE (dropsonde)"
"41","202102031644",7904.8,1.8,-44.33,0.0368532000269007,17.18,15.69,-12.08,309.677497470416,347.14,"ACTIVATE (dropsonde)"
"42","202102031644",7895.9,1.8,-44.26,0.0368257995674791,17.06,15.62,-12.17,309.654934838318,347.6,"ACTIVATE (dropsonde)"
"43","202102031644",7887,1.8,-44.19,0.0367313006352172,16.91,15.58,-12.27,309.632499975456,348.06,"ACTIVATE (dropsonde)"
"44","202102031644",7878.1,1.8,-44.13,0.0364623422049936,16.7,15.57,-12.39,309.59413359429,348.53,"ACTIVATE (dropsonde)"
"45","202102031644",7869.2,1.8,-44.07,0.0360589061325443,16.43,15.59,-12.52,309.558448526999,348.99,"ACTIVATE (dropsonde)"
"46","202102031644",7860.4,1.8,-44.01,0.0356512465319785,16.16,15.62,-12.68,309.525433408444,349.44,"ACTIVATE (dropsonde)"
"47","202102031644",7851.7,1.8,-43.94,0.035297563876623,15.9,15.68,-12.84,309.503520690742,349.9,"ACTIVATE (dropsonde)"
"48","202102031644",7843,1.8,-43.87,0.0350059371828324,15.67,15.76,-13,309.484259993656,350.35,"ACTIVATE (dropsonde)"
"49","202102031644",7834.3,1.8,-43.8,0.0347306042727699,15.45,15.84,-13.16,309.462594706314,350.81,"ACTIVATE (dropsonde)"
"50","202102031644",7825.6,1.8,-43.74,0.0344141818365723,15.23,15.93,-13.32,309.430085673391,351.26,"ACTIVATE (dropsonde)"
"51","202102031644",7817,1.8,-43.68,0.0340480214854016,14.99,16.02,-13.46,309.397704119906,351.71,"ACTIVATE (dropsonde)"
"52","202102031644",7808.3,1.8,-43.61,0.0337133332826585,14.75,16.09,-13.58,309.378927860424,352.16,"ACTIVATE (dropsonde)"
"53","202102031644",7799.7,1.8,-43.55,0.0333591093393179,14.52,16.16,-13.68,309.344286098248,352.62,"ACTIVATE (dropsonde)"
"54","202102031644",7791,1.8,-43.49,0.033024282162681,14.3,16.22,-13.76,309.312283135927,353.07,"ACTIVATE (dropsonde)"
"55","202102031644",7782.2,1.8,-43.42,0.0327192298562991,14.08,16.25,-13.81,309.291367265344,353.53,"ACTIVATE (dropsonde)"
"56","202102031644",7773.4,1.8,-43.35,0.0324548154885555,13.88,16.28,-13.85,309.268075193286,354,"ACTIVATE (dropsonde)"
"57","202102031644",7764.5,1.8,-43.29,0.0322687265869265,13.73,16.3,-13.87,309.23145905026,354.47,"ACTIVATE (dropsonde)"
"58","202102031644",7755.6,1.8,-43.22,0.0321378879226077,13.59,16.3,-13.89,309.208429578826,354.94,"ACTIVATE (dropsonde)"
"59","202102031644",7746.7,1.8,-43.15,0.0319802757332613,13.44,16.3,-13.91,309.185528215757,355.41,"ACTIVATE (dropsonde)"
"60","202102031644",7737.8,1.8,-43.07,0.0317336197816318,13.24,16.3,-13.94,309.17619230964,355.88,"ACTIVATE (dropsonde)"
"61","202102031644",7729.1,1.8,-43,0.031448727294201,13.04,16.29,-13.99,309.156022086844,356.34,"ACTIVATE (dropsonde)"
"62","202102031644",7720.5,1.8,-42.92,0.0312417555324458,12.86,16.28,-14.08,309.15187785889,356.79,"ACTIVATE (dropsonde)"
"63","202102031644",7712,1.8,-42.85,0.0309967599970871,12.68,16.28,-14.19,309.134413888838,357.24,"ACTIVATE (dropsonde)"
"64","202102031644",7703.4,1.8,-42.78,0.030771114668297,12.51,16.28,-14.34,309.114591048103,357.7,"ACTIVATE (dropsonde)"
"65","202102031644",7694.6,1.8,-42.72,0.030532654621809,12.35,16.29,-14.52,309.079005836798,358.17,"ACTIVATE (dropsonde)"
"66","202102031644",7685.7,1.8,-42.66,0.0303405925215373,12.21,16.31,-14.71,309.043555965182,358.64,"ACTIVATE (dropsonde)"
"67","202102031644",7676.8,1.8,-42.6,0.0301706874333793,12.08,16.34,-14.9,309.008240999932,359.11,"ACTIVATE (dropsonde)"
"68","202102031644",7667.8,1.8,-42.55,0.0299654171211831,11.95,16.4,-15.08,308.957205096459,359.59,"ACTIVATE (dropsonde)"
"69","202102031644",7658.9,1.8,-42.51,0.0296257197673826,11.78,16.46,-15.23,308.892927659339,360.07,"ACTIVATE (dropsonde)"
"70","202102031644",7650,1.8,-42.48,0.029152635355414,11.57,16.52,-15.36,308.817873177028,360.54,"ACTIVATE (dropsonde)"
"71","202102031644",7641.3,1.8,-42.46,0.028596728333942,11.34,16.59,-15.46,308.729598887323,361.01,"ACTIVATE (dropsonde)"
"72","202102031644",7632.7,1.8,-42.42,0.0281510292991534,11.13,16.65,-15.52,308.67069512488,361.47,"ACTIVATE (dropsonde)"
"73","202102031644",7624.1,1.8,-42.37,0.0277580541981283,10.93,16.71,-15.57,308.627748229203,361.92,"ACTIVATE (dropsonde)"
"74","202102031644",7615.6,1.8,-42.31,0.0273641895929013,10.72,16.76,-15.6,308.595862192513,362.38,"ACTIVATE (dropsonde)"
"75","202102031644",7607,1.8,-42.24,0.0269934192341435,10.51,16.79,-15.61,308.575032096779,362.85,"ACTIVATE (dropsonde)"
"76","202102031644",7598.3,1.8,-42.17,0.0267210526517069,10.34,16.82,-15.63,308.556752047692,363.31,"ACTIVATE (dropsonde)"
"77","202102031644",7589.7,1.8,-42.1,0.0265742028293356,10.22,16.83,-15.64,308.53858620534,363.77,"ACTIVATE (dropsonde)"
"78","202102031644",7580.9,1.8,-42.03,0.0265014567034354,10.13,16.84,-15.66,308.515689262038,364.25,"ACTIVATE (dropsonde)"
"79","202102031644",7572.1,1.8,-41.96,0.0263748125716502,10.02,16.85,-15.69,308.495337996248,364.72,"ACTIVATE (dropsonde)"
"80","202102031644",7563.3,1.8,-41.9,0.0260582980577649,9.85,16.85,-15.72,308.459351726279,365.2,"ACTIVATE (dropsonde)"
"81","202102031644",7554.5,1.8,-41.84,0.0257119742203617,9.67,16.86,-15.76,308.425913510407,365.67,"ACTIVATE (dropsonde)"
"82","202102031644",7545.8,1.8,-41.78,0.0253346838473535,9.48,16.86,-15.79,308.392603878709,366.14,"ACTIVATE (dropsonde)"
"83","202102031644",7537.1,1.8,-41.72,0.0249528492525383,9.29,16.85,-15.82,308.359422427262,366.61,"ACTIVATE (dropsonde)"
"84","202102031644",7528.4,1.8,-41.66,0.0245934335062896,9.11,16.84,-15.85,308.326368753886,367.08,"ACTIVATE (dropsonde)"
"85","202102031644",7519.8,1.8,-41.59,0.0242281054947993,8.92,16.83,-15.87,308.30675679381,367.55,"ACTIVATE (dropsonde)"
"86","202102031644",7511.1,1.8,-41.52,0.0238299634831411,8.72,16.8,-15.89,308.287262082035,368.02,"ACTIVATE (dropsonde)"
"87","202102031644",7502.6,1.8,-41.44,0.0234512908876429,8.52,16.77,-15.91,308.283581595358,368.48,"ACTIVATE (dropsonde)"
"88","202102031644",7494.1,1.8,-41.36,0.0230658003139218,8.32,16.74,-15.94,308.280001808482,368.94,"ACTIVATE (dropsonde)"
"89","202102031644",7485.7,1.8,-41.28,0.0227013442657889,8.13,16.7,-15.97,308.276522400843,369.4,"ACTIVATE (dropsonde)"
"90","202102031644",7477.3,1.8,-41.2,0.0223584540891105,7.95,16.65,-16.01,308.273143053244,369.86,"ACTIVATE (dropsonde)"
"91","202102031644",7468.7,1.8,-41.13,0.0220428249707848,7.79,16.61,-16.06,308.256577671717,370.32,"ACTIVATE (dropsonde)"
"92","202102031644",7460,1.8,-41.05,0.0217440511483318,7.63,16.57,-16.11,308.24864696703,370.8,"ACTIVATE (dropsonde)"
"93","202102031644",7451.2,1.8,-40.98,0.0214459810054169,7.48,16.53,-16.16,308.227551630862,371.28,"ACTIVATE (dropsonde)"
"94","202102031644",7442.4,1.8,-40.9,0.021223346202465,7.35,16.49,-16.2,308.219848087481,371.76,"ACTIVATE (dropsonde)"
"95","202102031644",7433.7,1.8,-40.82,0.0210545104531528,7.24,16.46,-16.22,308.21225511847,372.24,"ACTIVATE (dropsonde)"
