"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",38.0150827095266,-72.2761815551487,0,NA,NA,NA,NA,-1,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"2",37.5579860156038,-71.9111616352348,0,NA,NA,NA,NA,0,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"3",37.0993781343776,-71.5140161199142,0,NA,NA,NA,NA,1,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"4",37.2768006849474,-71.6695892901471,0.908905292916601,3778.46199384325,-14.865146044936,49.6337254594,186.915206397863,-1,-3,61.3165988691692,-16.290926875174,-14.2833719631657,11.25,69.8975,39.8733005709332,233.35632819507,3983,4426,0.734923565518714,0.996350364963504,26.93,"VIIRS"
"5",36.833244308523,-71.2806563645649,0.838160269994506,3601.83888180949,-13.5038037490865,43.9320351620751,149.736764108739,0,-2,60.9938733223452,-15.0927419276908,-13.1962770108133,6.92,57.45,28.5315474117884,185.06718967549,2582,4378,0.603780294603431,0.983850931677019,20.66,"VIIRS"
"6",36.4202411399045,-70.9656748816105,0.754907082618106,3397.98279084254,-11.8640689182157,36.6558034181656,150.262418659023,1,-1,60.6937271438167,-14.3547869600355,-11.1411121008917,2.71,42.985,27.8405211492306,177.81526226144,2293,4337,0.541448826402955,0.968847339430997,14.76,"VIIRS"
"7",37.2324450473049,-71.6306959975889,0,NA,NA,NA,NA,-1,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"8",37.651714459156,-71.991685750264,0.931804782181461,3758.09954780787,-15.9756360940527,36.4185037667867,139.55622403253,-1,-3.8,59.5975453652145,-17.2272568341344,-15.6799319019541,10.31,41.9,39.8843741154203,173.254512977386,4008,4394,0.829056765005086,0.99564933528883,21.28,"VIIRS"
"9",37.1880894096625,-71.5918027050307,0.890288344734991,3776.25102616727,-14.987838809854,38.1741487117192,113.396600098362,0,-2.8,59.1659395179336,-16.5448468640446,-14.7277319436893,9.68,43.9,26.1922699762736,141.135168046586,4013.75,4433,0.646510420194631,0.985522233712513,21.05,"VIIRS"
"10",36.7506436747993,-71.217660067974,0.858340633212364,3647.91426775613,-13.5997719924996,34.5938305593793,109.435339701633,1,-1.8,58.7608916280816,-15.6481919033453,-13.1645370122045,6.81,39.155,22.5267130703328,134.281225186651,2739.25,4425,0.627519981599678,0.984446283834627,17.81,"VIIRS"
"11",36.8775999461655,-71.3195496571231,0,NA,NA,NA,NA,-1,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"12",36.4615414567663,-70.9971730299059,0,NA,NA,NA,NA,0,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"13",36.0802756299373,-70.7334757595897,0,NA,NA,NA,NA,1,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"14",38.0150827095266,-72.2761815551487,0,NA,NA,NA,NA,-1,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"15",37.5579860156038,-71.9111616352348,0,NA,NA,NA,NA,0,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
