"","time","lwp","cth","trel"
"738",42552,10.257360458374,2380,-0.18
"739",42556,10.257360458374,2350,-0.178888888888889
"740",42560,10.257360458374,2350,-0.177777777777778
"741",42564,10.257360458374,2350,-0.176666666666667
"742",42568,10.257360458374,2380,-0.175555555555556
"743",42572,26.7434139251709,2380,-0.174444444444444
"744",42576,26.7434139251709,2410,-0.173333333333333
"745",42580,26.7434139251709,2410,-0.172222222222222
"746",42584,26.7434139251709,2410,-0.171111111111111
"747",42588,26.7434139251709,2410,-0.17
"748",42592,11.8891792297363,2410,-0.168888888888889
"749",42596,11.8891792297363,2410,-0.167777777777778
"750",42600,11.8891792297363,2410,-0.166666666666667
"751",42604,11.8891792297363,2410,-0.165555555555556
"752",42608,11.8891792297363,2410,-0.164444444444444
"753",42612,22.1186370849609,2410,-0.163333333333333
"754",42616,22.1186370849609,2410,-0.162222222222222
"755",42620,22.1186370849609,2410,-0.161111111111111
"756",42624,22.1186370849609,2440,-0.16
"757",42628,22.1186370849609,2440,-0.158888888888889
"758",42632,8.12466621398926,2440,-0.157777777777778
"759",42636,8.12466621398926,2440,-0.156666666666667
"760",42640,8.12466621398926,2440,-0.155555555555556
"761",42644,8.12466621398926,2440,-0.154444444444444
"762",42648,8.12466621398926,2440,-0.153333333333333
"763",42652,5.36993789672852,2440,-0.152222222222222
"764",42656,5.36993789672852,2410,-0.151111111111111
"765",42660,5.36993789672852,2410,-0.15
"766",42664,5.36993789672852,2380,-0.148888888888889
"767",42668,5.36993789672852,2380,-0.147777777777778
"768",42672,8.91436290740967,2350,-0.146666666666667
"769",42676,8.91436290740967,2350,-0.145555555555556
"770",42680,8.91436290740967,2380,-0.144444444444444
"771",42684,8.91436290740967,2380,-0.143333333333333
"772",42688,8.91436290740967,2410,-0.142222222222222
"773",42692,8.91032695770264,2470,-0.141111111111111
"774",42696,8.91032695770264,2500,-0.14
"775",42700,8.91032695770264,2500,-0.138888888888889
"776",42704,8.91032695770264,2530,-0.137777777777778
